time,Bx,By,Bz,BT
31.092666,31.20,-4.51,-24.29,39.79
31.102792,31.16,-4.06,-24.09,39.60
31.112902,31.24,-3.40,-24.06,39.58
31.128437,31.23,-2.92,-23.97,39.48
31.133039,31.33,-2.42,-23.96,39.52
31.142567,31.29,-2.10,-23.85,39.40
31.153223,31.24,-1.81,-23.75,39.29
31.163213,31.22,-1.43,-23.74,39.25
31.174293,31.22,-1.04,-23.79,39.26
31.183102,31.27,-0.61,-23.85,39.33
31.192928,31.21,-0.33,-23.91,39.32
31.203017,31.29,-0.02,-24.02,39.45
31.216725,31.29,0.51,-23.84,39.34
31.225745,31.28,0.83,-23.85,39.35
31.232378,31.23,1.12,-23.86,39.32
31.243112,31.34,1.33,-23.80,39.38
31.255402,31.38,1.38,-23.94,39.49
31.262869,31.35,1.49,-23.81,39.40
31.272031,31.34,1.92,-23.78,39.39
31.282587,31.38,2.16,-23.66,39.36
31.292564,31.38,2.33,-23.69,39.39
31.302533,31.39,2.77,-23.75,39.46
31.312804,31.38,3.34,-23.51,39.35
31.323463,31.27,3.68,-23.57,39.33
31.332730,31.12,4.12,-23.29,39.09
31.344852,31.09,4.67,-23.36,39.17
31.353738,31.05,5.06,-23.31,39.16
31.362733,30.98,5.42,-23.31,39.15
31.373479,30.82,6.01,-23.22,39.05
31.382719,30.72,6.49,-23.11,38.98
31.393072,30.59,7.08,-23.06,38.95
31.408954,30.39,7.84,-22.78,38.78
31.413324,30.24,8.59,-22.84,38.86
31.425094,30.15,9.13,-22.72,38.83
31.433224,29.93,9.52,-22.68,38.74
31.444891,29.65,10.15,-22.68,38.68
31.453226,29.50,10.85,-22.62,38.72
31.464733,29.28,11.37,-22.47,38.62
31.473105,29.16,11.97,-22.46,38.70
31.484587,29.07,12.38,-22.47,38.78
31.492753,28.91,12.94,-22.31,38.75
31.507263,28.63,13.57,-22.23,38.70
31.513358,28.50,14.13,-21.98,38.67
31.529109,28.38,14.73,-21.75,38.67
31.536791,28.27,15.01,-21.68,38.66
31.542856,28.11,15.43,-21.57,38.65
31.552087,27.91,15.66,-21.40,38.50
31.562675,27.60,15.93,-21.42,38.40
31.572530,27.40,16.38,-21.29,38.37
31.581944,27.17,16.81,-21.19,38.34
31.592282,26.89,17.15,-21.24,38.32
31.606726,26.55,17.41,-21.05,38.09
31.612640,26.22,17.60,-20.95,37.90
31.622875,25.86,17.78,-21.01,37.77
31.637134,25.49,17.90,-21.13,37.63
31.644603,25.31,18.06,-21.14,37.60
31.651718,24.96,17.99,-21.30,37.42
31.661859,24.74,17.67,-21.55,37.26
31.672313,24.35,17.82,-21.56,37.09
31.681782,24.06,18.24,-21.73,37.20
31.692067,23.62,18.57,-21.83,37.14
31.702064,23.31,19.00,-21.92,37.22
31.712155,23.09,19.42,-22.02,37.36
31.722102,22.70,19.76,-22.00,37.28
31.731793,22.39,20.07,-22.00,37.25
31.744799,22.00,20.36,-21.98,37.17
31.753613,21.69,20.39,-22.11,37.08
31.762509,21.41,20.18,-22.29,36.91
31.772410,21.14,20.00,-22.45,36.75
31.782656,20.89,19.86,-22.51,36.57
31.792982,20.51,19.75,-22.50,36.29
31.802157,20.22,19.80,-22.63,36.23
31.813437,19.97,19.93,-22.69,36.21
31.821946,19.68,20.15,-22.69,36.17
31.831902,19.42,20.73,-22.62,36.31
31.842344,19.08,21.01,-22.67,36.32
31.852574,18.74,21.75,-22.44,36.44
31.862955,18.31,22.31,-22.28,36.46
31.872796,17.91,22.92,-22.28,36.64
31.882034,17.46,23.56,-22.08,36.71
31.892680,16.91,24.06,-22.00,36.72
31.902649,16.27,24.74,-21.92,36.85
31.918249,15.75,25.17,-21.83,36.85
31.926215,15.18,25.82,-21.72,36.99
31.933000,14.58,26.13,-21.86,37.06
31.942467,14.03,26.36,-21.84,37.00
31.952093,13.47,26.71,-21.74,36.98
31.964185,12.97,27.06,-21.63,36.99
31.972955,12.54,27.41,-21.59,37.08
31.982593,12.29,27.74,-21.50,37.18
31.993258,11.88,27.95,-21.34,37.12
32.002985,11.63,28.11,-21.23,37.09
32.017772,11.41,28.38,-20.91,37.05
32.024923,11.20,28.69,-20.92,37.24
32.032595,10.98,28.87,-20.84,37.26
32.043629,10.72,28.68,-21.03,37.15
32.059600,10.53,28.71,-20.97,37.08
32.062529,10.32,28.67,-20.96,36.98
32.072230,10.17,28.49,-21.12,36.89
32.082212,9.91,28.57,-21.03,36.84
32.092694,9.65,28.63,-21.22,36.92
32.102969,9.47,28.79,-21.01,36.88
32.116781,9.21,29.02,-21.02,37.00
32.124870,8.99,29.38,-20.72,37.05
32.133512,8.50,30.13,-20.76,37.57
32.144624,8.28,30.19,-20.61,37.48
32.155275,8.02,30.30,-20.43,37.42
32.163457,7.91,30.50,-20.23,37.44
32.174641,7.73,30.59,-20.04,37.38
32.183875,7.64,30.63,-20.17,37.46
32.196944,7.50,30.67,-20.02,37.39
32.203091,7.43,30.74,-19.97,37.41
32.215596,7.41,30.91,-19.81,37.46
32.223911,7.23,31.16,-19.80,37.62
32.234729,7.11,31.40,-19.91,37.86
32.244240,6.98,31.31,-20.17,37.89
32.255530,6.86,31.22,-20.18,37.80
32.263931,6.72,31.29,-20.18,37.84
32.273307,6.77,31.22,-20.26,37.83
32.282595,6.76,31.10,-20.36,37.78
32.292796,6.86,31.01,-20.41,37.75
32.303391,6.97,30.83,-20.63,37.74
32.314788,7.08,30.59,-20.74,37.63
32.322076,7.14,30.61,-20.75,37.66
32.334216,7.33,30.45,-20.96,37.69
32.344797,7.42,30.23,-21.06,37.58
32.352440,7.42,30.09,-21.17,37.53
32.363049,7.42,29.87,-21.24,37.39
32.372920,7.41,29.54,-21.52,37.29
32.385122,7.42,29.38,-21.39,37.09
32.392145,7.48,29.50,-21.31,37.15
32.402794,7.54,29.55,-21.17,37.12
32.413703,7.48,29.80,-21.01,37.22
32.427871,7.47,29.89,-20.94,37.25
32.433116,7.43,30.00,-20.97,37.35
32.442464,7.47,30.07,-21.09,37.48
32.453288,7.53,30.34,-21.01,37.66
32.463303,7.50,30.50,-21.06,37.81
32.473857,7.44,30.44,-21.12,37.79
32.482798,7.39,30.41,-21.14,37.77
32.492236,7.36,30.33,-21.14,37.70
32.502843,7.36,30.38,-21.18,37.76
32.521566,7.42,30.32,-21.23,37.75
32.526344,7.45,30.56,-21.06,37.85
32.533363,7.38,30.59,-20.90,37.77
32.542773,7.41,30.45,-21.02,37.74
32.553087,7.39,30.44,-21.08,37.76
32.563043,7.44,30.39,-21.23,37.81
32.573136,7.45,30.38,-21.22,37.80
32.583099,7.58,30.32,-21.20,37.76
32.593494,7.59,30.33,-21.07,37.70
32.603004,7.60,30.35,-21.07,37.72
32.618008,7.70,30.40,-21.07,37.78
32.627796,7.77,30.56,-20.95,37.86
32.633361,7.83,30.52,-20.95,37.84
32.643109,7.92,30.39,-20.94,37.74
32.653164,8.02,30.23,-21.09,37.72
32.664471,7.92,30.28,-21.03,37.71
32.674076,7.94,30.30,-21.09,37.77
32.683972,7.91,30.37,-21.07,37.80
32.693045,7.83,30.34,-21.07,37.76
32.710401,7.77,30.41,-21.03,37.79
32.717609,7.77,30.62,-20.95,37.91
32.727312,7.65,30.78,-20.87,37.97
32.733793,7.62,30.87,-20.83,38.01
32.743093,7.59,30.74,-20.79,37.88
32.758736,7.58,30.61,-20.74,37.74
32.763355,7.59,30.51,-20.67,37.63
32.772846,7.58,30.51,-20.69,37.64
32.784308,7.60,30.55,-20.72,37.68
32.792767,7.55,30.51,-20.74,37.66
32.811264,7.58,30.59,-20.81,37.76
32.817809,7.50,30.72,-20.70,37.80
32.824255,7.49,30.82,-20.80,37.93
32.833790,7.43,30.89,-20.95,38.06
32.843312,7.41,30.73,-21.17,38.04
32.852915,7.38,30.71,-21.17,38.02
32.864177,7.38,30.67,-21.13,37.97
32.872530,7.36,30.62,-21.07,37.89
32.883947,7.36,30.56,-20.97,37.79
32.893191,7.36,30.57,-20.94,37.78
32.908247,7.43,30.54,-20.84,37.71
32.916117,7.50,30.61,-20.73,37.72
32.923887,7.52,30.68,-20.75,37.80
32.933040,7.64,30.57,-20.83,37.77
32.943157,7.56,30.46,-20.91,37.72
32.953365,7.59,30.33,-21.09,37.71
32.962451,7.60,30.11,-21.18,37.59
32.972443,7.65,29.88,-21.41,37.55
32.984133,7.60,29.82,-21.56,37.57
32.993308,7.62,29.66,-21.68,37.52
33.003399,7.61,29.61,-21.63,37.45
33.012400,7.49,29.50,-21.73,37.40
33.024628,7.58,29.48,-21.69,37.37
33.041562,7.62,29.39,-21.53,37.22
33.043028,7.62,29.38,-21.55,37.22
33.052473,7.69,29.22,-21.61,37.14
33.062366,7.62,29.01,-21.64,36.99
33.072514,7.55,28.87,-21.72,36.90
33.084483,7.58,28.41,-21.84,36.63
33.092205,7.56,28.08,-21.87,36.39
33.102049,7.49,27.39,-22.25,36.08
33.111999,7.39,27.08,-22.40,35.92
33.122179,7.34,26.77,-22.67,35.84
33.131815,7.43,26.62,-22.68,35.75
33.142415,7.54,26.53,-22.78,35.77
33.152656,7.59,26.35,-22.73,35.62
33.162225,7.59,26.44,-22.72,35.67
33.172552,7.66,26.79,-22.56,35.85
33.182305,7.78,27.40,-22.08,36.04
33.191834,7.87,27.63,-22.01,36.19
33.201626,7.98,27.84,-21.68,36.18
33.217220,7.86,27.96,-21.78,36.30
33.222661,7.86,28.01,-21.65,36.27
33.234846,7.82,28.04,-21.78,36.35
33.241821,7.92,27.91,-21.85,36.32
33.254452,7.87,27.85,-21.83,36.25
33.263160,7.73,27.83,-21.80,36.19
33.271741,7.67,27.83,-21.86,36.21
33.281801,7.56,27.93,-21.98,36.34
33.291793,7.49,27.90,-21.86,36.23
33.301866,7.43,27.88,-21.83,36.18
33.314815,7.36,27.86,-21.75,36.11
33.322123,7.19,27.74,-21.72,35.96
33.333378,7.19,27.29,-21.96,35.76
33.342395,7.12,26.61,-22.33,35.46
33.351912,7.10,26.24,-22.42,35.24
33.362005,7.09,25.77,-22.61,35.00
33.371884,7.06,25.47,-22.74,34.87
33.382043,7.01,25.25,-22.84,34.76
33.391947,6.99,25.11,-22.79,34.62
33.401767,6.95,25.34,-22.64,34.69
33.413881,6.88,25.60,-22.40,34.70
33.421721,6.89,25.82,-22.45,34.90
33.432241,6.84,25.86,-22.44,34.92
33.443222,6.86,25.83,-22.53,34.95
33.452063,6.81,25.95,-22.61,35.08
33.461946,6.80,26.05,-22.50,35.08
33.471984,6.82,25.97,-22.66,35.13
33.481778,6.80,25.75,-22.77,35.04
33.492551,6.78,25.57,-23.07,35.10
33.501892,6.75,25.51,-23.14,35.10
33.512654,6.80,25.42,-23.06,34.99
33.521725,6.71,25.38,-23.05,34.93
33.532489,6.75,25.21,-22.91,34.72
33.544516,6.73,25.03,-23.20,34.79
33.552668,6.73,24.88,-23.33,34.76
33.562098,6.75,25.05,-23.46,34.97
33.572550,6.88,24.99,-23.40,34.92
33.581904,7.00,25.40,-23.11,35.04
33.592796,7.04,25.82,-23.13,35.37
33.601923,7.19,26.14,-22.98,35.55
33.613372,7.25,26.50,-22.78,35.69
33.621637,7.36,26.58,-22.83,35.80
33.631625,7.41,26.91,-22.57,35.90
33.642300,7.49,26.85,-22.44,35.78
33.651688,7.43,26.79,-22.56,35.80
33.661889,7.32,26.68,-22.59,35.72
33.672400,7.34,26.58,-22.78,35.77
33.681925,7.32,26.77,-22.77,35.89
33.691842,7.25,26.88,-22.96,36.08
33.701759,7.25,27.12,-22.81,36.17
33.715968,7.27,27.35,-22.90,36.41
33.727271,7.33,27.49,-22.97,36.57
33.732856,7.39,27.96,-22.81,36.84
33.742514,7.53,28.22,-22.85,37.08
33.756748,7.65,28.19,-22.70,37.00
33.765653,7.69,28.54,-22.52,37.16
33.772900,7.81,28.66,-22.41,37.21
33.782609,7.81,28.89,-22.39,37.37
33.792203,7.82,28.98,-22.03,37.23
33.802291,7.88,29.22,-21.91,37.36
33.812054,7.93,29.38,-21.86,37.47
33.827100,7.93,29.33,-21.86,37.43
33.832089,7.87,29.33,-21.85,37.41
33.842280,7.88,28.84,-22.00,37.12
33.851905,7.94,28.43,-22.22,36.94
33.861860,7.99,28.06,-22.26,36.70
33.871680,7.99,28.04,-22.56,36.86
33.881989,7.94,27.88,-22.67,36.80
33.892334,7.86,27.88,-22.64,36.76
33.902547,7.87,28.05,-22.58,36.86
33.913974,7.84,28.33,-22.68,37.13
33.928175,7.81,28.71,-22.75,37.45
33.932790,7.72,29.02,-22.52,37.54
33.942533,7.66,29.28,-22.63,37.79
33.953288,7.64,29.15,-22.57,37.65
33.962960,7.59,29.11,-22.63,37.64
33.972929,7.56,29.10,-22.62,37.62
33.982952,7.56,29.02,-22.73,37.63
33.992957,7.54,29.11,-22.63,37.63
34.002737,7.55,29.18,-22.56,37.65
34.014157,7.54,29.27,-22.69,37.79
34.027576,7.53,29.33,-22.52,37.74
34.032300,7.47,29.50,-22.46,37.82
34.042327,7.41,29.49,-22.46,37.80
34.054041,7.38,29.52,-22.44,37.81
34.062359,7.34,29.43,-22.45,37.73
34.072993,7.30,29.32,-22.40,37.61
34.083305,7.31,29.18,-22.42,37.52
34.092907,7.22,29.07,-22.36,37.38
34.102916,7.21,29.00,-22.47,37.39
34.111919,7.28,28.83,-22.56,37.32
34.121953,7.25,28.80,-22.61,37.33
34.132577,7.22,28.38,-23.03,37.26
34.141874,7.16,28.07,-23.16,37.09
34.151933,7.16,27.82,-23.20,36.93
34.161843,7.10,27.13,-23.42,36.54
34.172222,7.20,26.89,-23.59,36.49
34.183216,7.12,26.83,-23.63,36.45
34.191942,7.03,26.77,-23.69,36.43
34.202159,7.03,26.71,-23.78,36.44
34.211671,7.00,26.79,-23.61,36.39
34.222295,7.00,27.02,-23.52,36.50
34.232173,6.88,27.13,-23.64,36.64
34.243532,6.78,27.56,-23.42,36.80
34.255071,6.58,27.85,-23.34,36.93
34.265060,6.47,27.91,-23.34,36.95
34.273236,6.40,28.36,-23.31,37.27
34.285285,6.36,28.82,-23.14,37.50
34.293442,6.31,29.13,-23.08,37.70
34.303168,6.16,29.41,-22.95,37.81
34.313918,6.14,29.51,-22.79,37.79
34.323029,6.12,29.80,-22.78,38.01
34.338541,6.19,29.87,-22.70,38.02
34.342751,6.25,29.95,-22.53,38.00
34.353563,6.31,29.73,-22.57,37.86
34.363124,6.32,29.52,-22.48,37.65
34.372562,6.34,29.28,-22.41,37.41
34.382678,6.44,29.18,-22.39,37.34
34.391831,6.44,28.99,-22.35,37.17
34.402085,6.44,28.79,-22.45,37.07
34.412743,6.44,28.68,-22.48,37.01
34.428176,6.43,28.50,-22.72,37.01
34.432958,6.37,28.36,-22.68,36.87
34.448766,6.27,28.24,-22.73,36.79
34.451817,6.17,28.18,-22.94,36.86
34.461755,6.11,27.58,-23.17,36.54
34.471657,6.15,27.24,-23.51,36.51
34.482271,6.16,27.01,-23.44,36.29
34.491580,6.12,26.35,-23.75,36.00
34.502189,6.16,26.25,-23.73,35.92
34.513218,6.14,26.55,-23.69,36.11
34.522371,6.14,26.64,-23.70,36.19
34.533141,6.22,26.75,-23.66,36.25
34.542806,6.20,27.18,-23.47,36.44
34.552850,6.16,27.56,-23.34,36.64
34.564213,6.10,27.95,-23.39,36.95
34.572723,6.08,28.55,-23.08,37.21
34.583213,5.89,28.89,-22.98,37.38
34.593658,5.84,28.84,-23.06,37.38
34.602703,5.86,28.89,-23.14,37.48
34.618632,5.77,28.99,-23.01,37.46
34.624856,5.69,29.21,-23.08,37.66
34.638103,5.60,29.40,-23.02,37.76
34.642906,5.42,29.32,-23.25,37.81
34.653102,5.32,29.24,-23.28,37.75
34.663861,5.40,29.26,-23.19,37.72
34.673832,5.33,29.15,-23.20,37.63
34.683059,5.26,29.26,-23.12,37.66
34.693722,5.22,29.44,-23.13,37.80
34.703449,5.25,29.40,-23.12,37.77
34.719598,5.17,29.58,-23.18,37.94
34.722777,5.26,29.68,-22.91,37.86
34.746107,5.10,29.79,-22.94,37.94
34.748624,4.89,29.68,-23.11,37.93
34.756408,4.77,29.40,-23.18,37.74
34.762191,4.61,28.95,-23.39,37.50
34.772268,4.49,28.68,-23.50,37.35
34.782418,4.40,28.50,-23.56,37.24
34.792092,4.34,28.35,-23.56,37.12
34.802769,4.25,28.22,-23.74,37.12
34.817230,4.27,28.35,-23.79,37.26
34.822994,4.26,28.36,-23.70,37.21
34.832475,4.18,28.61,-23.77,37.43
34.845032,4.21,28.87,-23.58,37.51
34.853454,4.23,28.89,-23.51,37.49
34.863558,4.11,29.15,-23.30,37.54
34.873628,4.07,29.05,-23.29,37.45
34.882941,3.99,29.23,-23.16,37.50
34.893581,3.90,29.17,-23.05,37.38
34.902669,3.89,29.26,-23.01,37.42
34.914655,3.94,29.29,-22.70,37.27
34.940561,3.93,29.41,-22.75,37.39
34.943614,3.75,29.45,-22.68,37.36
34.945128,3.77,29.22,-22.81,37.26
34.954697,3.76,29.27,-22.88,37.34
34.962449,3.78,29.00,-23.01,37.21
34.973539,3.83,28.84,-23.30,37.28
34.981956,3.78,28.51,-23.47,37.12
34.992856,3.79,28.39,-23.66,37.15
35.002274,3.84,28.13,-23.67,36.97
35.013868,3.92,28.08,-23.81,37.03
35.029039,3.88,28.21,-23.91,37.18
35.036673,3.78,28.29,-23.84,37.19
35.043106,3.72,28.50,-23.72,37.26
35.052502,3.64,28.54,-23.63,37.23
35.063354,3.64,28.87,-23.56,37.44
35.073431,3.61,28.73,-23.81,37.49
35.082247,3.54,28.69,-23.94,37.53
35.092631,3.53,28.68,-23.84,37.46
35.102228,3.50,28.45,-23.83,37.27
35.112467,3.53,28.23,-24.01,37.23
35.125619,3.51,28.06,-23.96,37.07
35.132664,3.49,28.16,-23.68,36.96
35.142803,3.49,28.12,-23.64,36.91
35.152296,3.40,28.30,-23.35,36.85
35.162983,3.29,28.62,-23.05,36.89
35.173294,3.26,28.82,-23.12,37.09
35.184418,3.22,29.12,-23.00,37.25
35.192644,3.21,29.29,-22.89,37.31
35.204159,3.18,29.51,-22.90,37.49
35.212276,3.21,29.66,-23.00,37.67
35.226866,3.23,29.78,-22.90,37.71
35.236427,3.23,29.94,-22.96,37.87
35.241982,3.22,29.83,-23.08,37.85
35.254231,3.22,29.56,-23.00,37.59
35.262355,3.31,29.41,-23.14,37.57
35.272127,3.26,29.35,-23.05,37.46
35.282776,3.32,29.37,-23.29,37.63
35.292667,3.31,29.28,-23.31,37.57
35.305021,3.25,29.32,-23.33,37.60
35.312609,3.26,29.43,-23.29,37.67
35.322015,3.32,29.62,-23.28,37.82
35.332146,3.32,29.85,-23.22,37.96
35.343062,3.23,29.84,-23.20,37.94
35.369769,3.31,29.94,-23.12,37.97
35.370832,3.22,29.78,-22.89,37.70
35.372555,3.22,29.68,-22.97,37.67
35.382344,3.21,29.45,-22.94,37.47
35.393200,3.20,29.32,-22.88,37.32
35.403923,3.20,29.32,-22.81,37.28
35.412920,3.16,29.43,-22.83,37.38
35.425299,3.16,29.61,-22.61,37.39
35.434607,3.18,29.63,-22.72,37.47
35.443190,3.32,29.76,-22.75,37.60
35.453599,3.36,29.88,-22.58,37.60
35.463437,3.48,30.00,-22.63,37.74
35.473424,3.48,30.00,-22.70,37.78
35.483211,3.54,29.94,-22.75,37.77
35.493286,3.61,29.91,-22.73,37.74
35.503034,3.70,29.94,-22.78,37.80
35.513609,3.70,30.04,-22.67,37.81
35.524598,3.65,30.10,-22.58,37.80
35.533350,3.68,30.10,-22.66,37.85
35.543631,3.64,30.06,-22.62,37.80
35.552058,3.73,29.83,-22.68,37.66
35.561897,3.73,29.48,-22.86,37.49
35.572717,3.76,29.12,-22.89,37.23
35.586465,3.73,28.78,-22.92,36.98
35.592091,3.66,28.47,-23.17,36.89
35.603059,3.76,28.22,-23.34,36.81
35.612242,3.79,27.97,-23.51,36.74
35.623496,3.88,27.69,-23.51,36.53
35.631881,3.87,27.58,-23.51,36.45
35.644259,3.84,27.47,-23.52,36.37
35.651834,3.77,27.49,-23.59,36.42
35.663058,3.84,27.34,-23.79,36.44
35.672812,3.88,27.25,-23.73,36.34
35.683062,3.83,27.05,-23.89,36.29
35.692493,3.81,26.94,-23.83,36.16
35.702937,3.70,27.02,-23.83,36.22
35.712457,3.70,27.01,-23.89,36.25
35.722551,3.71,27.30,-23.70,36.35
35.732202,3.77,27.33,-23.81,36.44
35.742110,3.68,27.58,-23.89,36.68
35.754594,3.61,27.82,-23.64,36.69
35.762611,3.59,28.06,-23.41,36.72
35.773586,3.53,28.57,-23.14,36.94
35.782621,3.54,29.02,-22.94,37.16
35.793077,3.54,29.57,-22.75,37.48
35.802721,3.53,29.85,-22.66,37.64
35.812812,3.55,30.11,-22.52,37.77
35.824858,3.54,30.32,-22.25,37.77
35.837386,3.55,30.41,-22.34,37.90
35.842466,3.49,30.44,-22.33,37.91
35.852303,3.56,30.13,-22.36,37.69
35.862213,3.56,29.68,-22.70,37.54
35.871820,3.55,29.17,-22.79,37.19
35.882352,3.51,29.10,-22.69,37.07
35.892406,3.53,28.95,-22.75,36.99
35.902828,3.59,28.95,-22.75,37.00
35.918686,3.76,28.90,-22.83,37.02
35.925621,3.77,28.89,-22.95,37.09
35.935178,3.77,29.04,-23.02,37.25
35.942273,3.78,29.12,-22.88,37.22
35.952935,3.82,29.39,-22.85,37.42
35.963098,3.83,29.28,-23.00,37.43
35.973112,3.73,29.35,-22.88,37.40
35.985070,3.70,29.40,-22.84,37.41
35.993339,3.53,29.45,-22.70,37.35
36.003284,3.49,29.74,-22.50,37.46
36.017811,3.40,29.94,-22.36,37.52
36.024876,3.40,30.11,-22.40,37.68
36.042554,3.27,30.21,-22.22,37.64
36.043690,3.26,30.30,-22.25,37.74
36.053321,3.27,30.26,-22.23,37.69
36.063841,3.23,30.17,-22.22,37.61
36.072274,3.26,30.04,-22.28,37.54
36.082694,3.25,29.98,-22.17,37.42
36.093037,3.23,29.83,-22.30,37.38
36.104221,3.11,29.90,-22.40,37.49
36.113037,3.15,29.96,-22.53,37.62
36.124651,3.17,29.95,-22.56,37.63
36.133237,3.12,30.01,-22.61,37.70
36.141833,3.14,30.02,-22.73,37.79
36.152139,3.14,29.80,-22.75,37.63
36.165075,3.14,29.50,-22.92,37.49
36.173284,3.16,29.18,-22.94,37.25
36.182972,3.22,29.02,-22.92,37.12
36.193366,3.21,28.91,-22.90,37.02
36.202134,3.17,28.71,-22.98,36.91
36.212409,3.26,28.71,-23.00,36.93
36.222436,3.23,28.61,-22.97,36.83
36.234202,3.21,28.96,-22.91,37.07
36.242565,3.26,29.18,-22.96,37.27
36.254123,3.23,29.29,-23.05,37.41
36.262989,3.32,29.46,-22.84,37.43
36.274103,3.42,29.35,-22.91,37.39
36.283244,3.46,29.55,-22.78,37.47
36.293623,3.45,29.72,-22.78,37.60
36.303253,3.44,29.82,-22.73,37.65
36.314767,3.50,30.04,-22.68,37.80
36.323196,3.50,30.13,-22.47,37.75
36.334698,3.55,30.30,-22.34,37.82
36.346267,3.44,30.29,-22.40,37.83
36.353049,3.42,30.32,-22.29,37.78
36.362374,3.38,30.24,-22.30,37.73
36.374781,3.38,29.93,-22.28,37.46
36.382592,3.43,29.69,-22.36,37.33
36.392553,3.31,29.54,-22.50,37.27
36.402228,3.23,29.41,-22.67,37.28
36.412241,3.18,29.45,-22.73,37.34
36.422150,3.23,29.26,-22.79,37.23
36.431751,3.25,29.27,-23.00,37.36
36.445737,3.20,28.94,-23.14,37.19
36.451827,3.16,28.89,-23.36,37.29
36.462356,3.14,28.69,-23.47,37.20
36.472307,3.25,28.23,-23.62,36.95
36.481718,3.26,27.85,-23.80,36.78
36.492215,3.27,27.60,-23.83,36.61
36.502071,3.26,27.50,-23.96,36.62
36.511692,3.16,27.36,-23.90,36.47
36.529162,3.12,27.77,-23.97,36.82
36.532468,3.06,27.86,-23.90,36.84
36.542154,3.05,28.05,-23.86,36.95
36.552338,3.04,28.27,-23.75,37.05
36.562344,3.03,28.45,-23.69,37.15
36.571699,3.00,28.78,-23.62,37.35
36.582142,3.03,28.76,-23.56,37.30
36.592332,3.05,28.99,-23.52,37.45
36.604280,3.10,29.12,-23.25,37.39
36.613728,3.17,29.28,-22.96,37.34
36.622762,3.16,29.52,-22.80,37.44
36.632954,3.11,29.68,-22.73,37.51
36.647328,3.17,29.99,-22.51,37.63
36.653299,3.18,29.77,-22.57,37.49
36.662796,3.16,29.83,-22.51,37.50
36.673105,3.12,30.01,-22.42,37.59
36.682834,3.07,29.85,-22.52,37.52
36.693146,3.03,29.98,-22.68,37.71
36.703764,3.01,30.12,-22.73,37.85
36.712476,3.00,30.24,-22.78,37.98
36.722794,2.98,30.28,-22.78,38.01
36.733464,3.01,30.46,-22.62,38.06
36.742470,3.11,30.73,-22.56,38.25
36.761346,3.20,30.65,-22.47,38.14
36.762495,3.29,30.72,-22.45,38.19
36.773078,3.36,30.59,-22.57,38.16
36.783215,3.43,30.28,-22.52,37.89
36.792823,3.49,30.01,-22.53,37.69
36.802484,3.51,29.93,-22.53,37.63
36.812997,3.54,29.80,-22.56,37.55
36.822451,3.40,29.67,-22.59,37.45
36.832978,3.34,29.57,-22.64,37.40
36.841877,3.29,29.33,-22.69,37.23
36.854522,3.28,29.12,-22.70,37.07
36.862486,3.25,28.91,-22.84,36.99
36.872042,3.31,28.67,-23.02,36.92
36.881846,3.28,28.45,-23.28,36.91
36.891726,3.27,28.07,-23.59,36.82
36.901685,3.32,28.07,-23.53,36.78
36.912238,3.31,27.82,-23.89,36.81
36.922545,3.42,27.93,-23.88,36.90
36.937207,3.50,28.17,-23.59,36.91
36.942947,3.48,28.39,-23.51,37.02
36.952615,3.40,28.63,-23.48,37.19
36.963126,3.45,28.61,-23.23,37.01
36.972679,3.42,28.96,-23.09,37.20
36.983600,3.46,29.12,-23.09,37.33
36.992678,3.51,29.39,-22.92,37.44
37.003094,3.49,29.61,-22.85,37.56
37.013005,3.46,29.65,-22.90,37.62
37.023996,3.51,29.84,-22.91,37.79
37.038370,3.56,30.10,-22.61,37.81
37.046325,3.56,30.37,-22.67,38.06
37.057570,3.56,30.48,-22.44,38.01
37.062500,3.54,30.06,-22.67,37.82
37.072871,3.40,29.72,-22.80,37.61
37.082803,3.32,29.61,-22.95,37.61
37.092691,3.27,29.39,-23.06,37.50
37.102641,3.27,29.37,-22.95,37.41
37.113721,3.27,29.29,-23.03,37.41
37.122764,3.16,29.21,-23.03,37.33
37.137385,3.14,29.30,-23.05,37.41
37.144965,3.06,29.61,-22.74,37.46
37.155276,3.16,30.05,-22.40,37.61
37.163644,3.20,29.98,-22.33,37.51
37.173903,3.21,30.04,-22.28,37.53
37.190984,3.21,30.02,-22.42,37.61
37.192251,3.21,29.90,-22.40,37.50
37.202018,3.31,30.02,-22.36,37.58
37.212157,3.45,29.83,-22.51,37.53
37.221937,3.65,29.80,-22.70,37.64
37.235607,3.75,29.82,-22.77,37.70
37.243041,3.71,30.04,-22.70,37.83
37.255147,3.77,30.16,-22.79,37.99
37.265731,3.79,30.02,-22.77,37.87
37.272977,3.87,30.04,-22.74,37.87
37.283510,3.90,29.98,-22.78,37.85
37.293065,3.81,30.09,-22.72,37.89
37.303210,3.70,30.02,-22.86,37.92
37.312700,3.62,29.94,-22.68,37.73
37.322510,3.61,29.54,-22.66,37.40
37.333072,3.57,29.49,-22.59,37.32
37.342431,3.62,29.52,-22.53,37.32
37.352999,3.57,29.40,-22.52,37.21
37.363336,3.54,29.17,-22.73,37.15
37.372289,3.53,28.69,-22.84,36.84
37.382426,3.56,28.60,-22.64,36.65
37.393106,3.56,28.61,-22.84,36.78
37.402981,3.61,28.89,-22.84,37.00
37.413416,3.61,28.95,-22.85,37.06
37.423052,3.55,28.99,-22.79,37.04
37.433499,3.64,29.24,-22.80,37.26
