time,Bx,By,Bz,BT
6.334596,8.14,29.38,-21.89,37.53
6.342080,8.17,29.02,-21.89,37.26
6.352252,8.09,28.89,-22.01,37.21
6.363477,8.11,28.84,-22.12,37.24
6.373069,8.09,28.78,-22.18,37.22
6.383885,8.08,28.78,-22.19,37.23
6.393392,8.11,28.87,-22.31,37.38
6.402170,8.06,29.01,-22.36,37.51
6.413280,8.00,29.28,-22.19,37.60
6.428814,7.95,29.67,-21.97,37.77
6.436771,8.04,29.74,-22.05,37.89
6.445364,8.04,29.66,-22.07,37.83
6.452902,8.03,29.51,-22.09,37.73
6.465669,8.03,29.38,-22.18,37.68
6.473148,8.10,29.40,-21.86,37.52
6.482951,8.04,29.51,-21.72,37.51
6.492953,8.00,29.43,-21.83,37.50
6.503985,7.92,29.41,-21.79,37.45
6.513690,7.88,29.46,-21.83,37.50
6.533590,7.88,29.57,-21.67,37.50
6.534995,7.89,29.67,-21.59,37.54
6.543119,7.89,29.68,-21.41,37.44
6.554073,7.86,29.54,-21.48,37.36
6.566888,7.88,29.28,-21.52,37.18
6.573334,7.94,29.35,-21.48,37.23
6.582772,8.08,29.40,-21.61,37.37
6.593092,8.05,29.22,-21.56,37.19
6.603457,8.02,29.28,-21.57,37.24
6.614656,7.97,29.32,-21.64,37.30
6.622499,7.97,29.19,-21.73,37.25
6.633345,7.94,29.27,-21.87,37.39
6.643072,8.08,29.22,-22.00,37.45
6.653357,8.09,29.19,-21.95,37.41
6.663673,8.10,29.15,-21.95,37.37
6.673363,8.17,29.22,-21.95,37.45
6.685487,8.26,29.24,-21.84,37.42
6.705560,8.28,29.27,-21.78,37.41
6.707096,8.26,29.56,-21.63,37.55
6.716739,8.22,29.46,-21.55,37.41
6.727651,8.16,29.51,-21.48,37.40
6.733124,8.14,29.37,-21.52,37.31
6.743083,8.05,29.11,-21.64,37.16
6.753094,8.02,29.05,-21.69,37.13
6.762753,8.00,29.13,-21.87,37.30
6.773257,8.03,29.07,-22.08,37.38
6.783544,7.98,29.13,-22.28,37.53
6.794104,8.02,29.27,-22.40,37.72
6.802740,7.94,29.37,-22.44,37.80
6.818258,7.98,29.40,-22.50,37.87
6.824863,7.99,29.55,-22.35,37.90
6.832728,7.99,29.68,-22.33,37.99
6.846032,7.97,29.63,-22.28,37.92
6.852605,7.92,29.40,-22.26,37.72
6.863370,7.99,29.44,-22.18,37.72
6.873513,7.91,29.33,-22.13,37.58
6.882714,7.84,29.51,-22.12,37.71
6.899475,7.77,29.68,-22.06,37.79
6.905749,7.80,29.72,-22.22,37.92
6.929327,7.71,29.61,-22.22,37.81
6.930332,7.76,29.37,-22.28,37.67
6.932640,7.84,29.44,-22.22,37.71
6.944204,7.82,28.90,-22.39,37.39
6.952154,7.92,28.55,-22.45,37.17
6.963577,8.03,28.11,-22.50,36.89
6.972188,8.00,27.40,-22.72,36.48
6.981813,8.02,27.02,-22.80,36.25
6.998444,8.06,27.00,-22.72,36.19
7.002566,8.05,26.97,-22.64,36.13
7.013226,7.98,26.94,-22.64,36.08
7.022888,8.04,27.08,-22.66,36.21
7.032909,8.03,27.30,-22.70,36.41
7.044998,7.99,27.41,-22.81,36.55
7.052486,8.00,27.69,-22.75,36.72
7.062440,7.94,28.00,-22.64,36.87
7.074553,7.92,28.10,-22.81,37.05
7.082832,7.89,28.08,-22.78,37.01
7.096900,7.89,28.17,-22.73,37.05
7.103548,7.77,28.22,-22.59,36.98
7.112483,7.73,28.27,-22.55,36.98
7.126208,7.75,28.27,-22.33,36.84
7.132966,7.72,28.30,-22.41,36.92
7.142900,7.75,28.30,-22.47,36.96
7.153033,7.82,28.02,-22.40,36.72
7.162933,7.81,28.07,-22.42,36.77
7.173397,7.81,28.18,-22.57,36.94
7.182697,7.84,28.18,-22.61,36.97
7.198535,7.84,28.22,-22.55,36.96
7.204946,7.77,28.33,-22.61,37.07
7.216759,7.82,28.51,-22.55,37.18
7.223661,7.80,28.39,-22.55,37.08
7.232913,7.83,28.56,-22.58,37.24
7.242420,7.88,28.45,-22.72,37.25
7.252222,7.88,28.13,-22.72,37.01
7.262057,7.92,28.01,-22.77,36.95
7.274379,7.94,28.10,-22.78,37.03
7.282658,7.97,28.04,-22.88,37.05
7.292942,7.93,28.05,-22.80,37.01
7.302414,7.98,28.23,-22.69,37.09
7.312799,7.86,28.26,-22.59,37.02
7.324607,7.76,28.39,-22.63,37.13
7.332927,7.81,28.60,-22.50,37.21
7.343658,7.87,28.62,-22.44,37.21
7.352642,7.84,28.65,-22.44,37.22
7.362500,7.87,28.50,-22.55,37.18
7.376156,7.87,28.47,-22.46,37.11
7.383562,7.84,28.28,-22.56,37.02
7.393480,7.89,28.34,-22.58,37.09
7.410837,7.99,28.39,-22.48,37.09
7.415618,8.02,28.23,-22.62,37.05
7.429311,7.88,28.11,-22.79,37.03
7.432280,7.91,27.75,-22.96,36.88
7.442534,7.92,27.51,-23.08,36.77
7.461780,7.97,27.56,-23.05,36.80
7.462986,7.94,27.55,-23.01,36.76
7.472994,7.92,27.41,-23.07,36.69
7.482386,7.87,27.57,-23.01,36.76
7.492646,7.88,27.69,-22.90,36.79
7.508970,8.00,28.15,-22.67,37.01
7.512854,7.98,28.46,-22.50,37.15
7.531240,7.98,28.90,-22.16,37.28
7.533287,7.95,28.88,-22.25,37.31
7.543261,7.95,28.90,-22.16,37.28
7.553996,8.05,29.17,-22.03,37.43
7.563393,8.11,28.91,-22.23,37.36
7.572934,8.05,28.87,-22.25,37.33
7.583393,8.04,28.76,-22.24,37.23
7.593014,8.02,28.65,-22.33,37.19
7.607282,7.99,28.71,-22.30,37.22
7.615342,8.02,28.62,-22.42,37.23
7.623919,8.00,28.68,-22.62,37.39
7.633930,7.92,28.30,-22.73,37.15
7.643026,7.81,28.17,-22.84,37.10
7.652477,7.86,28.21,-22.91,37.18
7.662707,7.87,28.10,-23.07,37.20
7.672859,7.82,28.19,-22.98,37.21
7.683672,7.77,28.23,-22.97,37.22
7.693210,7.73,28.33,-22.80,37.18
7.705608,7.78,28.47,-22.58,37.17
7.712960,7.84,28.76,-22.52,37.36
7.725816,7.87,28.91,-22.45,37.44
7.738204,7.87,29.06,-22.35,37.50
7.744776,7.81,29.15,-22.31,37.53
7.753851,7.88,29.06,-22.37,37.51
7.763795,7.97,29.06,-22.41,37.55
7.772669,7.93,29.02,-22.55,37.60
7.785116,7.86,29.05,-22.70,37.70
7.793306,7.73,29.02,-22.64,37.62
7.804688,7.69,29.12,-22.56,37.63
7.813202,7.58,29.01,-22.55,37.52
7.823432,7.54,29.01,-22.56,37.51
7.832738,7.41,28.99,-22.56,37.47
7.843420,7.36,28.74,-22.64,37.32
7.854367,7.27,28.79,-22.57,37.30
7.866329,7.21,28.85,-22.42,37.25
7.873508,7.21,28.88,-22.50,37.31
7.883433,7.11,28.98,-22.45,37.34
7.893255,7.08,29.02,-22.42,37.35
7.907448,6.99,28.98,-22.35,37.26
7.918826,7.05,29.10,-22.28,37.32
7.924170,7.04,29.18,-22.31,37.40
7.933035,7.14,28.96,-22.41,37.31
7.942890,7.15,28.89,-22.50,37.31
7.952259,7.09,28.67,-22.45,37.10
7.964487,7.17,28.60,-22.56,37.12
7.973269,7.22,28.58,-22.55,37.12
7.982852,7.28,28.71,-22.62,37.27
7.993308,7.30,28.74,-22.78,37.39
8.003131,7.26,28.80,-22.62,37.34
8.015684,7.19,28.99,-22.46,37.37
8.023189,7.23,28.88,-22.57,37.36
8.033391,7.27,29.02,-22.68,37.54
8.043863,7.26,28.91,-22.72,37.48
8.054262,7.20,28.88,-22.67,37.41
8.062704,7.16,28.78,-22.56,37.26
8.072856,7.12,28.80,-22.33,37.13
8.083382,7.15,28.88,-22.45,37.27
8.092707,7.19,28.84,-22.56,37.31
8.104313,7.17,28.98,-22.39,37.31
8.115623,7.25,28.96,-22.34,37.29
8.122603,7.32,28.87,-22.31,37.21
8.132712,7.38,28.79,-22.48,37.27
8.144986,7.42,28.82,-22.59,37.36
8.153055,7.45,28.67,-22.72,37.33
8.163059,7.45,28.54,-22.70,37.22
8.173391,7.39,28.69,-22.74,37.35
8.182960,7.39,28.62,-22.80,37.33
8.193803,7.33,28.55,-22.73,37.22
8.202779,7.25,28.68,-22.63,37.25
8.213259,7.21,28.62,-22.58,37.16
8.223095,7.25,28.62,-22.57,37.16
8.233332,7.23,28.68,-22.56,37.20
8.252818,7.14,28.66,-22.53,37.15
8.253930,7.11,28.41,-22.34,36.84
8.268691,7.11,28.22,-22.44,36.75
8.272941,7.16,28.05,-22.62,36.74
8.283128,7.21,27.84,-22.72,36.65
8.292713,7.25,27.77,-22.80,36.65
8.302575,7.22,27.69,-22.91,36.66
8.312634,7.25,27.45,-22.94,36.50
8.322538,7.27,27.24,-23.07,36.43
8.333606,7.41,27.19,-23.17,36.48
8.342745,7.41,27.27,-23.02,36.45
8.352649,7.39,27.50,-23.06,36.64
8.363333,7.41,27.71,-23.00,36.76
8.373306,7.38,27.90,-23.00,36.90
8.383075,7.43,28.02,-22.84,36.91
8.392804,7.38,28.29,-22.85,37.11
8.403283,7.34,28.67,-22.70,37.30
8.412926,7.32,28.91,-22.79,37.54
8.425976,7.25,29.08,-22.90,37.72
8.433615,7.17,29.12,-22.80,37.68
8.443607,7.14,29.23,-22.78,37.74
8.453378,7.15,29.21,-22.75,37.71
8.463707,7.01,29.22,-22.80,37.72
8.474447,6.97,29.29,-22.78,37.75
8.483602,7.05,29.30,-22.80,37.79
8.494809,7.03,29.29,-22.77,37.76
8.505083,7.09,29.32,-22.72,37.76
8.513784,7.10,29.44,-22.56,37.76
8.527054,7.14,29.34,-22.50,37.66
8.533118,7.17,29.19,-22.57,37.59
8.542774,7.30,29.08,-22.57,37.53
8.553433,7.30,29.02,-22.63,37.52
8.562502,7.30,28.88,-22.67,37.43
8.573755,7.28,28.83,-22.58,37.34
8.582911,7.27,28.74,-22.50,37.22
8.593758,7.25,28.65,-22.59,37.20
8.603413,7.20,28.63,-22.66,37.21
8.615895,7.19,28.94,-22.48,37.34
8.629576,7.15,29.02,-22.29,37.29
8.632691,7.20,28.98,-22.14,37.17
8.642636,7.20,28.91,-22.22,37.17
8.652918,7.16,28.78,-22.24,37.07
8.663058,7.12,28.85,-22.19,37.09
8.673430,7.17,29.01,-22.14,37.19
8.683025,7.16,29.11,-22.08,37.23
8.693490,7.12,29.05,-21.97,37.11
8.709753,7.15,29.05,-22.17,37.23
8.713095,7.10,29.19,-22.23,37.37
8.724565,7.09,29.29,-22.19,37.43
8.731962,7.15,29.28,-22.37,37.54
8.742625,7.20,29.24,-22.34,37.50
8.756551,7.22,28.98,-22.47,37.37
8.762592,7.27,28.96,-22.47,37.37
8.773482,7.23,28.93,-22.48,37.34
8.784638,7.16,29.05,-22.44,37.40
8.794563,7.10,29.12,-22.39,37.41
8.810001,7.00,29.22,-22.30,37.42
8.813441,6.98,29.48,-22.14,37.52
8.825028,6.97,29.43,-22.26,37.55
8.833472,6.99,29.52,-22.08,37.53
8.843672,6.99,29.51,-22.08,37.52
8.853026,7.06,29.56,-22.08,37.57
8.862901,7.12,29.39,-22.02,37.41
8.872460,7.22,29.22,-22.05,37.31
8.883954,7.39,29.10,-22.09,37.28
8.892547,7.39,29.04,-21.96,37.15
8.906760,7.39,29.15,-21.97,37.24
8.914179,7.32,29.10,-22.14,37.29
8.922736,7.26,29.07,-22.25,37.32
8.934638,7.25,28.88,-22.42,37.27
8.942620,7.16,28.93,-22.51,37.35
8.954570,7.16,29.00,-22.36,37.31
8.964722,7.11,29.01,-22.42,37.35
8.973601,7.11,28.98,-22.46,37.34
8.985228,7.11,28.99,-22.29,37.25
8.993931,7.17,29.15,-22.18,37.32
9.003229,7.17,29.34,-22.06,37.40
9.012772,7.09,29.54,-21.96,37.48
9.024106,7.10,29.67,-21.86,37.53
9.039571,7.05,29.58,-22.01,37.54
9.042878,6.99,29.55,-21.90,37.44
9.052666,6.97,29.45,-22.02,37.43
9.063339,6.87,29.37,-22.19,37.44
9.073010,6.80,29.43,-22.16,37.46
9.084646,6.76,29.32,-22.05,37.30
9.093407,6.71,29.35,-21.96,37.27
9.104759,6.70,29.39,-21.94,37.28
9.114360,6.70,29.52,-21.86,37.34
9.126786,6.70,29.79,-21.75,37.49
9.135821,6.69,29.98,-21.75,37.64
9.143502,6.73,30.06,-21.70,37.68
9.153560,6.75,29.78,-21.86,37.55
9.166303,6.80,29.56,-22.12,37.54
9.172932,6.91,29.43,-22.24,37.53
9.182924,6.99,29.34,-22.33,37.53
9.193228,6.98,29.28,-22.45,37.55
9.203394,6.99,29.21,-22.55,37.55
9.219871,7.03,29.02,-22.55,37.42
9.224602,7.01,29.02,-22.59,37.44
9.234013,6.95,29.12,-22.47,37.44
9.243393,6.97,29.15,-22.35,37.38
9.253649,6.97,29.30,-22.35,37.51
9.264697,6.91,29.38,-22.34,37.55
9.273558,6.87,29.28,-22.31,37.45
9.284676,6.92,29.26,-22.26,37.41
9.293691,6.92,29.39,-22.20,37.48
9.304077,6.95,29.43,-22.12,37.46
9.319693,7.05,29.63,-22.08,37.62
9.325613,6.99,29.79,-22.09,37.74
9.336481,6.99,29.77,-22.03,37.69
9.342932,7.05,29.61,-22.09,37.61
9.355241,7.19,29.54,-22.16,37.61
9.363712,7.10,29.54,-22.22,37.63
9.374557,7.12,29.44,-22.28,37.60
9.383787,7.12,29.35,-22.26,37.52
9.393831,7.08,29.22,-22.26,37.41
9.402928,7.16,29.16,-22.33,37.42
9.418825,7.16,29.17,-22.33,37.43
9.425378,7.10,29.15,-22.34,37.40
9.434048,7.06,29.32,-22.31,37.51
9.442421,7.11,29.18,-22.35,37.44
9.453026,7.08,29.16,-22.31,37.39
9.463298,7.14,29.16,-22.35,37.43
9.473278,7.15,28.98,-22.47,37.36
9.483619,7.16,29.04,-22.48,37.42
9.492608,7.14,28.99,-22.62,37.45
9.502586,7.10,29.04,-22.55,37.44
9.516085,7.08,29.04,-22.44,37.37
9.523910,7.08,29.07,-22.41,37.38
9.533059,7.08,29.15,-22.52,37.51
9.543599,7.08,29.13,-22.69,37.60
9.552912,7.05,29.10,-22.72,37.58
9.563720,7.04,29.10,-22.61,37.51
9.573588,7.06,29.01,-22.50,37.39
9.583011,7.21,29.12,-22.46,37.48
9.593032,7.31,29.18,-22.57,37.61
9.602987,7.31,29.22,-22.57,37.64
9.613330,7.28,29.27,-22.37,37.55
9.623957,7.26,29.29,-22.20,37.47
9.646136,7.30,29.51,-22.14,37.61
9.648938,7.28,29.54,-22.12,37.61
9.652794,7.25,29.67,-22.13,37.72
9.667769,7.14,29.63,-22.09,37.65
9.672902,7.01,29.45,-22.07,37.47
9.685737,7.03,29.30,-22.05,37.34
9.694249,7.09,29.21,-22.19,37.36
9.702699,7.10,29.04,-22.28,37.28
9.713422,7.04,29.11,-22.19,37.27
9.723350,7.05,29.12,-22.19,37.29
9.733111,7.10,29.12,-22.22,37.31
9.747792,7.08,29.13,-22.36,37.40
9.753673,7.15,29.24,-22.44,37.55
9.763304,7.15,29.29,-22.51,37.63
9.774618,7.06,29.38,-22.53,37.69
9.784031,7.01,29.43,-22.47,37.68
9.793249,7.03,29.43,-22.45,37.67
9.804272,7.01,29.30,-22.41,37.55
9.813167,6.99,29.23,-22.47,37.53
9.828785,7.08,29.23,-22.36,37.48
9.835329,7.04,29.18,-22.39,37.45
9.843912,7.08,29.22,-22.46,37.53
9.853154,7.14,29.10,-22.41,37.41
9.863121,7.20,29.02,-22.48,37.41
9.872784,7.26,28.74,-22.57,37.26
9.883092,7.25,28.49,-22.80,37.20
9.894289,7.23,28.35,-22.78,37.08
9.902249,7.23,28.07,-22.81,36.89
9.912342,7.33,27.97,-22.85,36.86
9.927103,7.30,27.99,-22.69,36.76
9.935360,7.22,27.91,-22.85,36.79
9.943205,7.20,27.93,-22.88,36.81
9.956211,7.14,27.99,-22.85,36.83
9.962839,7.10,28.13,-22.81,36.91
9.973976,7.06,28.08,-22.89,36.91
9.982009,6.97,28.01,-22.96,36.88
9.992587,6.88,27.88,-23.02,36.80
10.004265,6.87,27.83,-23.11,36.82
10.012706,6.87,27.74,-22.97,36.67
10.027152,6.81,28.04,-22.85,36.80
10.033442,6.84,28.11,-22.88,36.88
10.042724,6.88,28.18,-22.88,36.94
10.054256,6.88,28.34,-22.90,37.08
10.063138,6.89,28.51,-22.74,37.12
10.074881,6.78,28.73,-22.59,37.18
10.084616,6.80,28.83,-22.57,37.24
10.094208,6.80,29.08,-22.59,37.45
10.104705,6.71,28.96,-22.63,37.36
10.113084,6.58,29.05,-22.67,37.43
10.129576,6.50,29.16,-22.55,37.43
10.132300,6.34,29.13,-22.57,37.40
10.143144,6.23,29.07,-22.81,37.48
10.155156,6.09,29.07,-22.83,37.46
10.162802,5.90,28.82,-22.96,37.32
10.173510,5.78,28.68,-23.01,37.22
10.182968,5.66,28.65,-23.18,37.28
10.193294,5.51,28.45,-23.19,37.12
10.203086,5.38,28.39,-23.30,37.12
10.214521,5.29,28.41,-23.28,37.11
10.223121,5.00,28.60,-23.24,37.19
10.234457,4.81,28.72,-23.24,37.26
10.250974,4.44,28.91,-23.16,37.31
10.256849,4.11,29.05,-23.23,37.42
10.266285,3.77,29.07,-23.23,37.40
10.285085,3.51,29.21,-23.30,37.53
10.286282,3.15,29.05,-23.35,37.40
10.294892,2.81,28.99,-23.28,37.28
10.302917,2.57,28.68,-23.39,37.10
10.311790,2.26,28.24,-23.81,37.01
10.322162,2.07,28.01,-24.08,37.00
10.339430,1.83,27.74,-24.17,36.84
10.345541,1.62,27.58,-24.22,36.74
10.353329,1.40,27.55,-24.23,36.71
10.363331,1.11,27.55,-24.41,36.82
10.372633,0.85,27.44,-24.52,36.81
10.385325,0.62,27.79,-24.51,37.06
10.393050,0.45,28.08,-24.19,37.07
10.402311,0.18,28.28,-23.89,37.02
10.413792,0.01,28.49,-23.75,37.09
10.425798,-0.23,28.72,-23.59,37.17
10.436120,-0.46,28.65,-23.51,37.06
10.445230,-0.65,28.76,-23.46,37.12
10.452639,-0.77,28.62,-23.56,37.08
10.462295,-1.00,28.35,-23.56,36.88
10.473471,-1.20,28.24,-23.47,36.74
10.482600,-1.31,28.23,-23.62,36.83
10.492574,-1.55,28.15,-23.57,36.74
10.502710,-1.79,28.00,-23.52,36.61
10.513651,-2.12,28.10,-23.55,36.72
10.529108,-2.39,28.24,-23.34,36.72
10.534493,-2.67,28.56,-23.02,36.78
10.543194,-2.93,28.72,-22.91,36.85
10.553157,-3.20,28.77,-22.85,36.88
10.564699,-3.54,28.79,-22.68,36.82
10.576677,-3.86,28.95,-22.50,36.87
10.583426,-4.11,29.15,-22.50,37.05
10.593136,-4.26,29.11,-22.33,36.93
10.603990,-4.53,29.07,-22.18,36.85
10.620337,-4.76,29.16,-22.12,36.91
10.625648,-5.06,29.28,-21.87,36.90
10.634842,-5.31,29.33,-21.78,36.91
10.646358,-5.58,29.38,-21.74,36.97
10.652805,-5.83,29.35,-21.68,36.95
10.664253,-6.09,29.17,-21.62,36.81
10.673501,-6.40,29.16,-21.44,36.75
10.683736,-6.72,29.17,-21.34,36.76
10.694031,-7.00,29.15,-21.26,36.75
10.703820,-7.21,29.08,-21.12,36.66
10.718061,-7.44,29.26,-21.01,36.78
10.725049,-7.65,29.33,-20.70,36.71
10.732631,-7.89,29.30,-20.61,36.68
10.742526,-8.08,29.26,-20.50,36.62
10.752898,-8.31,29.24,-20.33,36.57
10.762604,-8.43,29.23,-20.15,36.49
10.772872,-8.70,29.19,-19.96,36.42
10.782945,-9.04,29.28,-19.82,36.50
10.794822,-9.25,29.28,-19.46,36.35
10.802994,-9.56,29.33,-19.40,36.44
10.812121,-9.85,29.39,-19.06,36.38
10.823198,-10.16,29.56,-18.64,36.40
10.833452,-10.44,29.74,-18.51,36.55
10.847252,-10.71,29.77,-18.30,36.55
10.855013,-11.03,29.78,-18.14,36.57
10.866267,-11.19,29.77,-18.03,36.56
10.873470,-11.37,29.69,-18.01,36.54
10.883475,-11.53,29.58,-17.68,36.34
10.893901,-11.70,29.63,-17.68,36.44
10.902956,-11.82,29.73,-17.56,36.50
10.913880,-11.94,29.78,-17.29,36.45
10.924118,-12.13,29.91,-17.07,36.51
10.933139,-12.21,29.98,-16.82,36.48
10.946582,-12.36,29.91,-16.62,36.38
10.953011,-12.57,29.95,-16.48,36.42
10.967423,-12.77,29.94,-16.38,36.44
10.972820,-12.92,29.94,-16.24,36.43
10.982771,-13.10,29.78,-16.07,36.29
10.992527,-13.32,29.55,-16.12,36.20
11.002385,-13.46,29.40,-16.07,36.11
11.012651,-13.58,29.43,-15.98,36.13
11.023798,-13.74,29.52,-15.92,36.25
11.036537,-13.90,29.62,-15.74,36.31
11.048862,-14.09,29.69,-15.69,36.42
11.053337,-14.34,29.55,-15.54,36.33
11.063562,-14.49,29.50,-15.63,36.39
11.077138,-14.66,29.49,-15.55,36.42
11.082281,-14.84,29.48,-15.46,36.44
11.095614,-15.05,29.35,-15.21,36.33
11.102444,-15.18,29.19,-15.07,36.19
11.112514,-15.30,29.05,-14.97,36.08
11.129560,-15.32,28.91,-14.77,35.90
11.136826,-15.24,28.96,-14.70,35.88
11.145514,-15.26,29.06,-14.49,35.88
11.152552,-15.23,29.07,-14.30,35.80
11.162740,-15.24,29.02,-14.14,35.70
11.175618,-15.16,29.04,-14.20,35.70
11.182968,-15.15,29.02,-14.25,35.71
11.193415,-15.19,29.12,-14.26,35.81
11.203269,-15.25,29.32,-14.30,36.01
11.213470,-15.30,29.50,-14.10,36.10
11.232993,-15.25,29.61,-14.08,36.16
11.234838,-15.38,29.67,-14.07,36.26
11.244946,-15.45,29.65,-14.03,36.25
11.252684,-15.53,29.49,-13.90,36.11
11.262150,-15.58,29.19,-13.90,35.89
11.272913,-15.65,29.27,-13.60,35.87
11.282889,-15.74,29.10,-13.47,35.72
11.292976,-15.84,28.99,-13.43,35.66
11.302829,-15.98,28.85,-13.37,35.59
11.313002,-15.95,28.98,-13.05,35.56
11.326511,-15.98,29.18,-12.99,35.72
11.333847,-16.06,29.24,-12.94,35.78
11.342938,-16.25,29.51,-12.75,36.02
11.354424,-16.34,29.26,-12.77,35.86
11.363082,-16.51,29.37,-12.74,36.01
11.375382,-16.76,29.38,-12.58,36.09
11.383288,-16.86,29.43,-12.27,36.07
11.394488,-17.06,29.40,-12.31,36.15
11.403947,-17.32,29.32,-12.08,36.13
11.414234,-17.42,29.46,-11.96,36.26
11.423407,-17.56,29.67,-11.70,36.41
11.432520,-17.67,29.82,-11.70,36.58
11.443250,-17.64,29.74,-11.57,36.46
11.461416,-17.63,29.57,-11.48,36.29
11.462662,-17.76,29.37,-11.53,36.20
11.473186,-17.86,29.15,-11.70,36.13
11.482590,-17.87,28.85,-11.93,35.98
11.492567,-18.07,28.79,-11.75,35.96
11.503168,-18.10,28.72,-11.63,35.88
11.512892,-18.24,28.65,-11.43,35.83
11.522467,-18.42,28.78,-11.26,35.98
11.533056,-18.51,28.87,-11.27,36.09
11.544855,-18.62,29.17,-11.04,36.32
11.553791,-18.69,29.27,-10.83,36.38
11.562478,-18.80,29.18,-10.65,36.31
11.572844,-18.87,29.21,-10.72,36.39
11.584619,-18.96,28.89,-10.91,36.24
11.592688,-19.03,28.72,-11.00,36.17
11.602828,-19.03,28.62,-11.07,36.11
11.612934,-19.09,28.54,-11.10,36.08
11.622855,-19.14,28.39,-11.16,36.01
11.639246,-19.14,28.38,-11.13,35.99
11.645439,-19.18,28.61,-10.96,36.14
11.654484,-19.22,28.47,-10.94,36.05
11.662786,-19.31,28.51,-10.74,36.07
11.672692,-19.35,28.63,-10.61,36.15
11.684176,-19.47,28.62,-10.59,36.20
11.693026,-19.50,28.57,-10.44,36.13
11.702832,-19.51,28.58,-10.28,36.10
11.713151,-19.59,28.60,-10.14,36.12
11.723258,-19.54,28.74,-10.05,36.18
11.737962,-19.52,28.87,-9.92,36.23
11.744988,-19.52,29.00,-9.88,36.33
11.759792,-19.47,29.00,-9.85,36.29
11.762353,-19.48,28.85,-9.78,36.16
11.772752,-19.50,28.82,-9.85,36.16
11.783042,-19.52,28.69,-9.98,36.11
11.794001,-19.51,28.46,-10.11,35.96
11.803279,-19.62,28.39,-10.19,35.98
11.813091,-19.54,28.29,-10.26,35.88
11.822635,-19.50,28.21,-10.20,35.77
11.836882,-19.54,28.34,-10.08,35.87
11.844737,-19.51,28.28,-10.08,35.80
11.853520,-19.56,28.36,-10.03,35.88
11.862747,-19.54,28.32,-10.00,35.83
11.873750,-19.59,28.44,-9.88,35.92
11.884106,-19.59,28.29,-9.85,35.79
11.893273,-19.72,28.23,-9.86,35.82
11.903143,-19.79,28.32,-9.70,35.88
11.914073,-19.84,28.24,-9.69,35.85
11.922790,-19.87,28.38,-9.58,35.94
11.933795,-19.90,28.44,-9.37,35.95
11.942922,-19.97,28.56,-9.17,36.04
11.956591,-20.06,28.68,-9.02,36.14
11.968428,-20.15,28.73,-8.88,36.20
11.973112,-20.23,28.78,-8.77,36.25
11.983302,-20.36,28.71,-8.85,36.29
11.993228,-20.45,28.60,-8.80,36.24
12.003152,-20.56,28.47,-8.65,36.17
12.013010,-20.73,28.45,-8.54,36.22
12.023368,-20.84,28.47,-8.47,36.29
12.034219,-20.94,28.50,-8.30,36.32
12.043799,-21.02,28.46,-8.16,36.31
12.053399,-21.03,28.41,-7.99,36.24
12.064964,-21.01,28.22,-7.80,36.03
12.073111,-21.07,28.15,-7.83,36.02
12.083941,-21.09,28.24,-7.76,36.09
12.092681,-20.98,28.33,-7.71,36.09
12.103838,-20.97,28.26,-7.75,36.03
12.113250,-20.84,28.23,-7.82,35.95
12.123374,-20.72,28.26,-7.82,35.90
12.132848,-20.70,28.46,-7.80,36.05
12.149170,-20.70,28.72,-7.83,36.26
12.153158,-20.61,28.72,-7.78,36.19
12.163408,-20.43,28.58,-7.84,36.00
12.172767,-20.46,28.41,-7.97,35.91
12.183810,-20.47,28.38,-7.98,35.89
12.193875,-20.48,28.46,-7.98,35.96
12.203092,-20.50,28.45,-8.04,35.97
12.213615,-20.46,28.41,-8.02,35.92
12.223130,-20.42,28.44,-7.95,35.90
12.232958,-20.45,28.63,-7.93,36.07
12.248309,-20.52,28.82,-7.94,36.26
12.254654,-20.42,28.93,-7.93,36.29
12.263507,-20.37,28.82,-8.02,36.19
12.273245,-20.35,28.61,-8.00,36.01
12.282923,-20.36,28.57,-8.16,36.02
12.293133,-20.36,28.49,-8.14,35.95
12.303777,-20.42,28.50,-8.20,36.01
12.313178,-20.46,28.54,-8.05,36.02
12.331890,-20.48,28.56,-8.00,36.05
12.337217,-20.54,28.58,-8.03,36.11
12.349151,-20.57,28.82,-7.78,36.25
12.353216,-20.64,28.94,-7.72,36.38
12.363132,-20.67,28.95,-7.56,36.37
12.372743,-20.59,28.99,-7.64,36.37
12.382896,-20.54,28.89,-7.71,36.28
12.392689,-20.50,28.88,-7.72,36.24
12.403041,-20.41,28.78,-7.86,36.15
12.412850,-20.40,28.68,-7.82,36.05
12.429085,-20.45,28.72,-7.89,36.13
12.433090,-20.39,28.51,-8.09,35.97
12.446688,-20.46,28.57,-8.11,36.07
12.452621,-20.51,28.46,-8.09,36.00
12.463217,-20.48,28.39,-8.06,35.92
12.473664,-20.48,28.33,-8.15,35.90
12.482821,-20.53,28.16,-8.08,35.77
12.492405,-20.50,28.29,-7.98,35.84
12.502809,-20.35,28.28,-7.95,35.74
12.513087,-20.41,28.36,-7.80,35.80
12.529741,-20.30,28.44,-7.70,35.78
12.533551,-20.29,28.51,-7.59,35.81
12.547799,-20.35,28.71,-7.56,35.99
12.553131,-20.43,28.54,-7.56,35.90
12.562584,-20.53,28.65,-7.48,36.03
12.572750,-20.58,28.49,-7.53,35.94
