"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.085278267E2,2.354746641E1,8.729092218E1,8.451271285E1,3.057012939E1,1.179999948E0,1.253000031E2,4.143616526E-1,3.790092468E0,2.500000000E0,2.500000000E1
3.095283623E2,2.354746172E1,8.729093019E1,8.455147885E1,3.060888672E1,1.169999957E0,1.200999985E2,4.156352783E-1,3.790092468E0,2.500000000E0,2.500000000E1
3.105261133E2,2.354745400E1,8.729093942E1,8.471067087E1,3.076806641E1,1.279999971E0,1.261999969E2,4.170743626E-1,3.790092468E0,2.500000000E0,2.500000000E1
3.115251460E2,2.354744708E1,8.729095135E1,8.428600111E1,3.034338379E1,1.389999986E0,1.173000031E2,4.185089609E-1,3.790092468E0,2.500000000E0,2.500000000E1
3.125303323E2,2.354743954E1,8.729096277E1,8.429645135E1,3.035382080E1,1.320000052E0,1.230999985E2,4.197357896E-1,3.790092468E0,2.500000000E0,2.400000000E1
3.135222783E2,2.354743233E1,8.729097188E1,8.448622141E1,3.054357910E1,1.269999981E0,1.191999969E2,4.208790322E-1,3.790092468E0,2.500000000E0,2.400000000E1
3.145250501E2,2.354742688E1,8.729098139E1,8.450063589E1,3.055798340E1,1.220000029E0,1.196999969E2,4.221637290E-1,3.790092468E0,2.500000000E0,2.500000000E1
3.155274573E2,2.354742079E1,8.729099210E1,8.476901890E1,3.082635498E1,1.230000019E0,1.210999985E2,4.235667621E-1,3.790092468E0,2.500000000E0,2.500000000E1
3.165257116E2,2.354741410E1,8.729100377E1,8.501878726E1,3.107611084E1,1.269999981E0,1.215999985E2,4.250265794E-1,3.790092468E0,2.500000000E0,2.500000000E1
3.175269670E2,2.354740702E1,8.729101583E1,8.537725981E1,3.143457031E1,1.370000005E0,1.184000015E2,4.263765144E-1,3.790092468E0,2.500000000E0,2.600000000E1
3.185267459E2,2.354740113E1,8.729102741E1,8.526807957E1,3.132537842E1,1.230000019E0,1.198000031E2,4.277447287E-1,3.790092468E0,2.500000000E0,2.600000000E1
3.195276893E2,2.354739480E1,8.729103892E1,8.529848714E1,3.135577393E1,1.330000043E0,1.233000031E2,4.291031014E-1,3.790092468E0,2.500000000E0,2.700000000E1
3.205254090E2,2.354738882E1,8.729105054E1,8.533768347E1,3.139495850E1,1.250000000E0,1.218000031E2,4.305721496E-1,3.790092468E0,2.500000000E0,2.700000000E1
3.215224933E2,2.354738215E1,8.729106298E1,8.523070170E1,3.128796387E1,1.330000043E0,1.175000000E2,4.320973332E-1,3.790092468E0,2.500000000E0,2.700000000E1
3.225251457E2,2.354737517E1,8.729107586E1,8.475757056E1,3.081481934E1,1.309999943E0,1.215000000E2,4.335594982E-1,3.790092468E0,2.500000000E0,2.700000000E1
3.235272578E2,2.354736856E1,8.729108826E1,8.507832309E1,3.113555908E1,1.350000024E0,1.166999969E2,4.351179642E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.245268012E2,2.354736247E1,8.729110203E1,8.499618270E1,3.105340576E1,1.370000005E0,1.164000015E2,4.363567501E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.255271888E2,2.354735760E1,8.729111296E1,8.489951332E1,3.095672607E1,1.169999957E0,1.261999969E2,4.377429328E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.265289693E2,2.354735049E1,8.729112413E1,8.522398889E1,3.128118896E1,1.299999952E0,1.265000000E2,4.392966795E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.275285739E2,2.354734402E1,8.729113764E1,8.515771790E1,3.121490479E1,1.360000014E0,1.199000015E2,4.407528660E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.285273752E2,2.354733602E1,8.729114895E1,8.561616660E1,3.167333984E1,1.259999990E0,1.321000061E2,4.422321056E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.295271587E2,2.354732876E1,8.729116111E1,8.561794993E1,3.167510986E1,1.309999943E0,1.214000015E2,4.436870661E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.305224509E2,2.354732346E1,8.729117416E1,8.568980010E1,3.174694824E1,1.220000029E0,1.205999985E2,4.451987169E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.315262683E2,2.354731903E1,8.729118818E1,8.555693795E1,3.161407471E1,1.250000000E0,1.205999985E2,4.467354180E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.325266644E2,2.354731170E1,8.729120096E1,8.605487645E1,3.211199951E1,1.250000000E0,1.223000031E2,4.481717633E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.335272821E2,2.354730505E1,8.729121304E1,8.627943745E1,3.233654785E1,1.200000048E0,1.218000031E2,4.496301851E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.345255274E2,2.354729894E1,8.729122570E1,8.642861978E1,3.248571777E1,1.259999990E0,1.215999985E2,4.509346086E-1,3.790092468E0,2.500000000E0,2.700000000E1
3.355251916E2,2.354729290E1,8.729123667E1,8.646940277E1,3.252648926E1,1.269999981E0,1.201999969E2,4.521055102E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.365235449E2,2.354728797E1,8.729124682E1,8.648302359E1,3.254010010E1,1.210000038E0,1.188000031E2,4.533115469E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.375268936E2,2.354728153E1,8.729125634E1,8.674524181E1,3.280230713E1,1.210000038E0,1.230999985E2,4.543976588E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.385262805E2,2.354727605E1,8.729126516E1,8.667060569E1,3.272766113E1,1.200000048E0,1.236999969E2,4.556933646E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.395269376E2,2.354726992E1,8.729127597E1,8.658138381E1,3.263842773E1,1.269999981E0,1.214000015E2,4.570963066E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.405281410E2,2.354726313E1,8.729128757E1,8.688870839E1,3.294573975E1,1.269999981E0,1.215000000E2,4.585077373E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.415277071E2,2.354725711E1,8.729129976E1,8.659385963E1,3.265087891E1,1.230000019E0,1.200000000E2,4.597455108E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.425219346E2,2.354725168E1,8.729131036E1,8.649999827E1,3.255700684E1,1.120000005E0,1.178000031E2,4.611790145E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.435240511E2,2.354724426E1,8.729132186E1,8.623395918E1,3.229095459E1,1.279999971E0,1.221999969E2,4.625894326E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.445276839E2,2.354723746E1,8.729133354E1,8.614919396E1,3.220617676E1,1.279999971E0,1.219000015E2,4.639443143E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.455281835E2,2.354723054E1,8.729134448E1,8.620999735E1,3.226696777E1,1.259999990E0,1.210999985E2,4.651738455E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.465273126E2,2.354722523E1,8.729135506E1,8.608177307E1,3.213873291E1,1.210000038E0,1.235999985E2,4.664862764E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.475274420E2,2.354721949E1,8.729136631E1,8.549419896E1,3.155114746E1,1.179999948E0,1.226999969E2,4.678447203E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.485274572E2,2.354721346E1,8.729137790E1,8.491095880E1,3.096789551E1,1.240000010E0,1.188000031E2,4.692141904E-1,3.790092468E0,2.500000000E0,2.700000000E1
3.495239499E2,2.354720670E1,8.729138913E1,8.505812692E1,3.111505127E1,1.279999971E0,1.198000031E2,4.705257915E-1,3.790092468E0,2.500000000E0,2.700000000E1
3.505262200E2,2.354720235E1,8.729140109E1,8.502597169E1,3.108288574E1,1.289999962E0,1.165999985E2,4.718852818E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.515268133E2,2.354719694E1,8.729141305E1,8.512724037E1,3.118414307E1,1.179999948E0,1.213000031E2,4.731774980E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.525270496E2,2.354719209E1,8.729142457E1,8.527367429E1,3.133056641E1,1.169999957E0,1.216999969E2,4.746034174E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.535265669E2,2.354718462E1,8.729143594E1,8.565741546E1,3.171429443E1,1.169999957E0,1.230999985E2,4.758307034E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.545270036E2,2.354717892E1,8.729144625E1,8.561634963E1,3.167321777E1,1.220000029E0,1.190999985E2,4.771220826E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.555236672E2,2.354717324E1,8.729145730E1,8.565615574E1,3.171301270E1,1.169999957E0,1.194000015E2,4.784227443E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.565272625E2,2.354716779E1,8.729146859E1,8.534000470E1,3.139685059E1,1.179999948E0,1.219000015E2,4.796520334E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.575268557E2,2.354716388E1,8.729147987E1,8.488249468E1,3.093933105E1,1.110000014E0,1.178000031E2,4.809780329E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.585268415E2,2.354715817E1,8.729149129E1,8.523644894E1,3.129327393E1,1.169999957E0,1.201999969E2,4.821477209E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.595272613E2,2.354715311E1,8.729150135E1,8.551068997E1,3.156750488E1,1.159999967E0,1.204000015E2,4.833194109E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.605247185E2,2.354714847E1,8.729151167E1,8.546882963E1,3.152563477E1,1.159999967E0,1.169000015E2,4.843887678E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.615277686E2,2.354714447E1,8.729152121E1,8.557223193E1,3.162902832E1,1.190000057E0,1.171999969E2,4.856275185E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.625269646E2,2.354713850E1,8.729153147E1,8.590976742E1,3.196655273E1,1.220000029E0,1.216999969E2,4.867556995E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.635243575E2,2.354713286E1,8.729154067E1,8.606566144E1,3.212243652E1,1.190000057E0,1.228000031E2,4.879255670E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.645247525E2,2.354712734E1,8.729155044E1,8.638732710E1,3.244409180E1,1.169999957E0,1.200000000E2,4.891660849E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.655231245E2,2.354712447E1,8.729156220E1,8.668128112E1,3.273803711E1,1.200000048E0,1.055000000E2,4.904025115E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.665264533E2,2.354712005E1,8.729157333E1,8.579268023E1,3.184942627E1,1.110000014E0,1.130000000E2,4.914325213E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.675256224E2,2.354711593E1,8.729158238E1,8.549776698E1,3.155450439E1,1.149999976E0,1.231999969E2,4.952608471E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.685275240E2,2.354708366E1,8.729156929E1,9.166423587E1,3.772094727E1,4.030000210E0,2.005000000E2,4.985978720E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.695279436E2,2.354708148E1,8.729153664E1,9.568344800E1,4.174017334E1,3.170000076E0,2.693999939E2,5.001546727E-1,3.790092468E0,2.500000000E0,2.700000000E1
3.705271651E2,2.354708989E1,8.729152443E1,9.406587978E1,4.012261963E1,1.269999981E0,2.957000122E2,5.013813376E-1,3.790092468E0,2.500000000E0,2.600000000E1
3.715281716E2,2.354709836E1,8.729151672E1,9.404645826E1,4.010321045E1,1.129999995E0,2.967999878E2,5.024333804E-1,3.790092468E0,2.500000000E0,2.600000000E1
3.725271136E2,2.354710484E1,8.729150920E1,9.397863796E1,4.003540039E1,1.070000052E0,2.976000061E2,5.035173003E-1,3.790092468E0,2.500000000E0,2.500000000E1
3.735260623E2,2.354711162E1,8.729150156E1,9.373589054E1,3.979266357E1,1.080000043E0,2.980000000E2,5.046084225E-1,3.790092468E0,2.500000000E0,2.700000000E1
3.745261870E2,2.354711740E1,8.729149291E1,9.380210359E1,3.985888672E1,1.059999943E0,2.985000000E2,5.058134093E-1,3.790092468E0,2.500000000E0,2.700000000E1
3.755269986E2,2.354712297E1,8.729148277E1,9.408267158E1,4.013946533E1,1.200000048E0,2.960000000E2,5.067719509E-1,3.790092468E0,2.500000000E0,2.700000000E1
3.765254535E2,2.354712797E1,8.729147511E1,9.364955729E1,3.970635986E1,1.070000052E0,3.012000122E2,5.078488911E-1,3.790092468E0,2.500000000E0,2.700000000E1
3.775261582E2,2.354713498E1,8.729146782E1,9.393921948E1,3.999603271E1,1.149999976E0,3.132000122E2,5.088406137E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.785253008E2,2.354714149E1,8.729146117E1,9.369494694E1,3.975177002E1,1.070000052E0,3.028999939E2,5.097782254E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.795275847E2,2.354714606E1,8.729145344E1,9.382054887E1,3.987738037E1,1.120000005E0,3.026000061E2,5.110723904E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.805270097E2,2.354715231E1,8.729144273E1,9.386124773E1,3.991809082E1,1.190000057E0,2.977000122E2,5.122565034E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.815252343E2,2.354715849E1,8.729143327E1,9.391757228E1,3.997442627E1,1.110000014E0,3.026000061E2,5.134014428E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.825246556E2,2.354716608E1,8.729142568E1,9.340657456E1,3.946343994E1,1.120000005E0,3.082999878E2,5.144847336E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.835243484E2,2.354717309E1,8.729141830E1,9.308863172E1,3.914550781E1,1.080000043E0,2.988999939E2,5.155195083E-1,3.790092468E0,2.500000000E0,2.600000000E1
3.845269197E2,2.354717975E1,8.729141121E1,9.267297210E1,3.872985840E1,1.080000043E0,3.007000122E2,NaN,3.790092468E0,2.500000000E0,2.600000000E1
