time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
40.871289,-0.0060,-0.0461,0.0393,0.061
40.876184,-0.0104,-0.0483,0.0247,0.055
40.876702,-0.0244,0.0088,0.0292,0.039
40.882777,-0.0266,0.0108,-0.0114,0.031
40.888482,-0.0384,0.0174,0.0030,0.042
40.892399,-0.0173,0.0194,0.0077,0.027
40.898145,0.0084,0.0191,-0.0089,0.023
40.902896,0.0195,0.0188,-0.0230,0.036
40.907590,0.0235,0.0162,-0.0014,0.029
40.912563,0.0274,0.0067,0.0010,0.028
40.925318,0.0743,0.0043,-0.0298,0.080
40.926678,0.0476,-0.0456,-0.0343,0.074
40.927464,-0.0167,-0.0334,-0.0293,0.047
40.945043,-0.0213,-0.0498,-0.0243,0.059
40.945995,-0.0141,-0.0375,-0.0075,0.041
40.946398,-0.0382,0.0008,0.0164,0.042
40.946769,-0.0220,0.0341,0.0472,0.062
40.951654,-0.0013,0.0365,0.0136,0.039
40.956865,0.0049,0.0221,0.0230,0.032
40.961226,0.0087,0.0078,0.0134,0.018
40.967230,-0.0206,0.0105,-0.0246,0.034
40.970780,0.0266,-0.0130,-0.0624,0.069
40.976546,0.0571,-0.0266,-0.0642,0.090
40.982619,0.0474,-0.0424,-0.0115,0.065
40.984991,0.0333,-0.0419,0.1619,0.170
40.991532,-0.0305,0.0222,0.1747,0.179
40.996769,-0.0747,0.0331,0.1400,0.162
41.001263,-0.0449,0.0390,0.0486,0.077
41.005742,-0.0346,-0.0096,0.0125,0.038
41.012192,0.0157,-0.0032,0.0077,0.018
41.025282,0.0013,0.0293,-0.0042,0.030
41.026396,-0.0417,0.0474,-0.0042,0.063
41.026976,-0.0394,0.0583,0.0149,0.072
41.030158,-0.0302,0.0430,-0.0065,0.053
41.038082,-0.0188,0.0209,-0.0468,0.055
41.039408,-0.0171,-0.0082,-0.0534,0.057
41.044990,-0.0107,-0.0272,-0.1123,0.116
41.050088,0.0099,-0.0270,-0.1350,0.138
41.054777,0.0068,-0.0359,-0.1315,0.136
41.060623,0.0348,-0.0374,-0.0947,0.108
41.067948,0.0438,-0.0553,-0.0773,0.105
41.069789,0.0484,-0.0590,-0.0173,0.078
41.075838,0.0386,-0.0295,0.0208,0.053
41.083367,0.0099,-0.0288,0.0111,0.032
41.084593,0.0004,-0.0114,0.0062,0.013
41.090281,0.0024,0.0153,0.0204,0.026
41.095663,0.0067,0.0369,0.0512,0.063
41.100230,0.0061,0.0299,0.0650,0.072
41.104925,0.0005,0.0416,0.1500,0.156
41.109263,0.0114,0.0432,0.2106,0.215
41.118193,-0.0110,0.0491,0.1875,0.194
41.120669,-0.0071,0.0189,0.0792,0.082
41.125655,0.0090,-0.0133,-0.0306,0.035
41.128651,-0.0127,-0.0355,-0.0873,0.095
41.135429,-0.0222,-0.0265,-0.0984,0.104
41.139141,-0.0196,-0.0124,-0.0643,0.068
41.144493,-0.0026,-0.0055,-0.0472,0.048
41.148578,0.0049,0.0373,-0.0136,0.040
41.154409,0.0006,0.0014,-0.0254,0.025
41.160974,0.0416,-0.0223,-0.0228,0.052
41.165005,0.0136,-0.0696,0.0010,0.071
41.171507,0.0167,-0.0809,-0.0347,0.090
41.172307,-0.0111,-0.0635,-0.0344,0.073
41.178643,-0.0152,-0.0225,-0.0461,0.053
41.184047,-0.0292,-0.0080,-0.0101,0.032
41.189451,-0.0245,0.0303,-0.0029,0.039
41.193631,-0.0272,0.0232,0.0399,0.054
41.203421,0.0033,0.0018,0.0634,0.064
41.204597,0.0289,0.0064,0.0558,0.063
41.207839,0.0142,-0.0152,0.0055,0.021
41.213040,-0.0196,0.0155,0.0292,0.038
41.218198,-0.0439,0.0556,0.0457,0.084
41.223578,-0.0089,0.0738,0.0738,0.105
41.227679,-0.0098,0.0801,0.0828,0.116
41.232383,0.0250,0.0457,0.0442,0.068
41.237989,-0.0399,-0.0098,0.0225,0.047
41.241624,-0.0399,-0.0293,0.0295,0.058
41.247805,-0.0470,-0.0487,0.0127,0.069
41.252314,0.0125,-0.0252,-0.0183,0.034
41.258030,0.0193,-0.0304,-0.0110,0.038
41.261836,0.0259,0.0097,0.0153,0.032
41.266782,0.0276,0.0399,-0.0299,0.057
41.272305,0.0555,0.0200,-0.0890,0.107
41.276767,0.0240,-0.0137,-0.1215,0.125
41.282198,0.0282,-0.0541,-0.0895,0.108
41.286122,-0.0201,-0.0344,-0.0698,0.080
41.291333,-0.0279,-0.0220,-0.0644,0.074
41.296770,-0.0145,-0.0025,-0.0163,0.022
41.300354,-0.0203,0.0169,0.0243,0.036
41.306390,0.0141,0.0264,0.0741,0.080
41.311774,0.0223,0.0262,0.0902,0.097
41.324184,0.0594,-0.0026,0.0468,0.076
41.325219,0.0560,0.0019,0.0654,0.086
41.327038,0.0431,0.0373,0.1005,0.116
41.336715,0.0114,0.0271,0.1164,0.120
41.337893,-0.0178,0.0595,0.1012,0.119
41.341736,0.0055,0.0109,0.1336,0.134
41.350716,0.0002,0.0077,0.0566,0.057
41.351561,0.0188,-0.0620,-0.0150,0.066
41.355299,0.0134,-0.0526,-0.0315,0.063
41.364994,-0.0229,-0.0409,-0.0217,0.052
41.366531,-0.0258,-0.0198,-0.0285,0.043
41.369436,0.0022,0.0058,-0.0116,0.013
41.375682,0.0181,0.0075,-0.0708,0.073
41.380522,0.0080,-0.0167,-0.0892,0.091
41.386034,0.0076,-0.0240,-0.1121,0.115
41.390903,-0.0069,-0.0500,-0.1112,0.122
41.395241,0.0045,-0.0282,-0.0746,0.080
41.399417,0.0086,0.0005,-0.0241,0.026
41.405725,0.0220,0.0409,0.0047,0.047
41.409340,0.0069,0.0501,0.0166,0.053
41.421187,0.0108,0.0284,0.0308,0.043
41.422194,0.0194,0.0186,0.0329,0.042
41.425823,0.0042,0.0207,0.0232,0.031
41.434055,-0.0297,0.0158,-0.0006,0.034
41.434787,-0.0065,-0.0271,0.0042,0.028
41.439620,-0.0166,-0.0270,0.0066,0.032
41.443962,-0.0003,-0.0174,0.0066,0.019
41.448849,0.0113,-0.0103,0.0279,0.032
41.453570,0.0206,0.0061,0.0087,0.023
41.459106,0.0324,-0.0037,-0.0009,0.033
41.464653,0.0298,-0.0229,-0.0674,0.077
41.469196,-0.0226,-0.0489,-0.0668,0.086
41.473953,-0.0464,-0.0508,-0.0472,0.083
41.480095,-0.0227,-0.0123,-0.0421,0.049
41.484889,-0.0017,0.0377,0.0011,0.038
41.488818,0.0143,0.0680,0.0462,0.084
41.494428,0.0041,0.0483,0.0768,0.091
41.499120,-0.0107,0.0594,0.0334,0.069
41.505640,0.0174,0.0302,0.0047,0.035
41.508628,0.0457,-0.0082,-0.0737,0.087
41.521644,0.0603,-0.0365,-0.1372,0.154
41.522597,0.0418,-0.0642,-0.1338,0.154
41.523107,-0.0002,-0.0558,-0.0734,0.092
41.528913,-0.0158,-0.0048,-0.0207,0.026
41.537982,0.0063,-0.0113,0.0649,0.066
41.538856,-0.0530,0.0032,0.1474,0.157
41.542896,-0.0386,0.0246,0.1225,0.131
41.548189,-0.0151,0.0242,0.1097,0.113
41.552352,0.0296,0.0333,0.0779,0.090
41.559528,0.0289,0.0232,0.0298,0.048
41.563087,0.0046,0.0063,0.0201,0.022
41.568374,-0.0360,0.0087,0.0010,0.037
41.572143,-0.0002,0.0063,-0.0038,0.007
41.577185,-0.0121,0.0111,-0.0204,0.026
41.582817,-0.0143,-0.0271,-0.0012,0.031
41.588367,-0.0070,-0.0057,-0.0059,0.011
41.593555,0.0028,-0.0318,-0.0296,0.044
41.597436,0.0268,-0.0221,-0.0508,0.062
41.602258,0.0035,-0.0101,-0.0979,0.098
41.606876,0.0090,-0.0218,-0.0877,0.091
41.610706,-0.0094,0.0072,-0.0443,0.046
41.615469,-0.0253,0.0219,0.0012,0.033
41.621437,-0.0032,0.0243,0.0391,0.046
41.637296,-0.0123,0.0195,0.0696,0.073
41.638353,-0.0167,0.0026,0.1046,0.106
41.638894,0.0120,-0.0237,0.0515,0.058
41.642549,0.0120,-0.0000,-0.0059,0.013
41.651879,0.0359,-0.0335,-0.0367,0.061
41.652944,0.0526,-0.0024,-0.0199,0.056
41.655756,0.0218,-0.0025,0.0111,0.025
41.663552,0.0554,0.0425,-0.0104,0.071
41.665898,0.0221,0.0206,0.0206,0.037
41.671791,-0.0015,0.0061,-0.0081,0.010
41.677347,-0.0154,-0.0082,-0.0200,0.027
41.681431,0.0062,-0.0152,-0.0910,0.092
41.684750,0.0370,0.0065,-0.0642,0.074
41.691575,-0.0086,0.0045,-0.0399,0.041
41.695458,-0.0018,0.0241,-0.0110,0.027
41.700450,-0.0285,0.0197,0.0176,0.039
41.705806,-0.0267,-0.0107,0.0887,0.093
41.716438,-0.0322,0.0039,0.0976,0.103
41.717629,0.0314,-0.0197,0.0683,0.078
41.719675,0.0162,-0.0384,0.0417,0.059
41.728097,-0.0153,-0.0190,0.0224,0.033
41.730471,0.0250,-0.0138,-0.0110,0.031
41.737577,-0.0135,0.0199,0.0010,0.024
41.739414,-0.0183,-0.0156,0.0010,0.024
41.744781,-0.0492,-0.0056,0.0152,0.052
41.749847,0.0179,-0.0385,-0.0467,0.063
41.754256,0.0206,-0.0334,-0.0321,0.051
41.761213,-0.0170,-0.0020,-0.0034,0.017
41.763703,-0.0567,0.0361,-0.0010,0.067
41.768802,-0.0084,0.0359,0.0061,0.037
41.774100,0.0276,0.0357,0.0013,0.045
41.781923,0.0181,0.0498,0.0107,0.054
41.783209,0.0515,-0.0073,-0.0131,0.054
41.788840,0.0444,-0.0260,-0.0344,0.062
41.794399,0.0325,-0.0563,-0.0199,0.068
41.798774,-0.0173,-0.0367,0.0657,0.077
41.802939,-0.0172,-0.0223,0.0722,0.078
41.808418,-0.0221,-0.0057,0.0622,0.066
41.813527,-0.0080,0.0083,0.0641,0.065
41.818748,0.0011,0.0054,0.0683,0.069
41.822974,-0.0065,0.0074,0.0274,0.029
41.831648,0.0265,-0.0261,-0.0274,0.046
41.832850,0.0076,-0.0260,-0.1031,0.107
41.837623,0.0009,-0.0115,-0.0904,0.091
41.845600,-0.0603,0.0196,0.0005,0.063
41.848396,-0.0783,0.0267,-0.0186,0.085
41.853164,-0.0417,0.0598,0.0148,0.074
41.858903,-0.0174,0.0381,0.0431,0.060
41.864470,-0.0148,0.0543,0.0333,0.065
41.867742,-0.0195,0.0443,0.0259,0.055
41.872071,0.0140,0.0368,-0.0194,0.044
41.877942,0.0212,0.0319,-0.0383,0.054
41.881996,0.0143,0.0058,-0.0475,0.050
41.886934,-0.0092,0.0086,-0.0139,0.019
41.892037,-0.0324,-0.0172,-0.0162,0.040
41.897714,0.0040,-0.0808,0.0124,0.082
41.902356,0.0020,-0.0897,0.0312,0.095
41.907347,0.0166,-0.0654,0.0286,0.073
41.915200,0.0524,-0.0127,-0.0311,0.062
41.922425,0.0712,0.0134,-0.0498,0.088
41.922993,0.0733,0.0228,-0.0186,0.079
41.929090,0.0685,-0.0104,-0.0683,0.097
41.931477,0.0615,-0.0146,-0.0488,0.080
41.936066,0.0311,-0.0117,-0.0509,0.061
41.941995,0.0032,-0.0183,0.0255,0.031
41.946802,0.0061,0.0297,0.0157,0.034
41.951468,-0.0223,0.0440,0.0108,0.050
41.956111,-0.0103,0.0368,0.0060,0.039
41.963757,0.0013,0.0322,-0.0083,0.033
41.966276,-0.0015,0.0206,0.0084,0.022
41.970939,0.0030,0.0115,-0.0249,0.028
41.976287,-0.0135,-0.0045,-0.0295,0.033
41.980769,-0.0296,-0.0396,0.0182,0.053
41.985793,0.0023,-0.0271,0.0679,0.073
41.990701,-0.0444,-0.0008,0.0696,0.083
41.995611,-0.0647,0.0182,0.0500,0.084
42.000618,-0.0232,0.0181,0.0186,0.035
42.005708,-0.0107,0.0324,0.0517,0.062
42.013734,-0.0078,0.0134,0.0014,0.016
42.014680,0.0167,-0.0077,-0.0106,0.021
42.020170,0.0150,-0.0190,-0.0391,0.046
42.026802,0.0061,-0.0706,-0.0127,0.072
42.030204,-0.0003,-0.0627,0.0182,0.065
42.035269,-0.0377,-0.0408,0.0631,0.084
42.040141,-0.0562,-0.0407,0.0887,0.113
42.046178,-0.0485,-0.0003,0.0239,0.054
42.050082,-0.0433,-0.0005,-0.0286,0.052
42.055022,-0.0216,-0.0124,-0.0639,0.069
42.060578,0.0020,0.0069,-0.0349,0.036
42.065264,-0.0436,0.0190,-0.0085,0.048
42.069698,-0.0151,0.0502,0.0082,0.053
42.076239,-0.0010,0.0454,0.0509,0.068
42.079616,0.0155,0.0451,0.0838,0.096
42.084597,0.0130,0.0019,0.0546,0.056
42.089525,-0.0297,0.0207,-0.0195,0.041
42.093836,0.0349,0.0039,-0.1001,0.106
42.099733,0.0731,0.0041,-0.1183,0.139
42.104306,0.0303,-0.0170,-0.1245,0.129
42.114394,0.0403,0.0074,-0.1140,0.121
42.115160,0.0169,0.0200,-0.1060,0.109
42.119256,0.0244,-0.0388,-0.0268,0.053
42.127454,0.0080,-0.0569,0.0446,0.073
42.128531,0.0011,-0.0395,0.0276,0.048
42.132725,0.0012,-0.0271,0.0629,0.069
42.138322,-0.0060,0.0064,0.0767,0.077
42.143555,-0.0371,0.0254,0.0666,0.080
42.147678,-0.0183,0.0371,0.0779,0.088
42.153046,-0.0330,0.0227,0.0488,0.063
42.158950,-0.0072,0.0251,0.0437,0.051
42.163590,0.0115,0.0157,0.0362,0.041
42.167983,0.0280,-0.0530,0.0407,0.072
42.172446,0.0185,-0.0928,0.0261,0.098
42.178996,0.0046,-0.0373,0.0092,0.039
42.182963,0.0123,0.0082,-0.0337,0.037
42.190398,-0.0111,0.0607,-0.0548,0.082
42.194928,-0.0011,0.0701,-0.0686,0.098
42.198841,0.0252,0.0726,-0.0396,0.086
42.202771,0.0134,0.0418,-0.0559,0.071
42.208989,0.0327,0.0065,-0.0412,0.053
42.212661,0.0378,-0.0167,-0.0338,0.053
42.217615,0.0311,-0.0422,-0.0217,0.057
42.222744,0.0103,-0.0416,-0.0216,0.048
42.231082,0.0277,-0.0148,-0.0263,0.041
42.231996,0.0214,0.0022,-0.0570,0.061
42.237092,0.0224,0.0074,-0.0400,0.046
42.243704,0.0425,-0.0015,-0.0351,0.055
42.247268,0.0126,-0.0340,-0.0278,0.046
42.251747,-0.0148,-0.0328,-0.0348,0.050
42.257462,-0.0757,-0.0246,0.0319,0.086
42.262336,-0.0869,-0.0215,0.1219,0.151
42.266851,-0.0629,0.0218,0.1589,0.172
42.271897,-0.0585,0.0289,0.1600,0.173
42.276808,-0.0474,0.0382,0.1422,0.155
42.280904,-0.0197,0.0070,0.1268,0.129
42.286276,-0.0017,0.0211,0.1187,0.121
42.292749,-0.0267,0.0159,0.1321,0.136
42.296229,-0.0444,0.0369,0.1216,0.135
42.302044,-0.0525,0.0338,0.1160,0.132
42.306587,-0.0320,0.0093,0.0653,0.073
42.310360,-0.0139,0.0183,0.0126,0.026
42.316005,0.0469,0.0083,-0.0135,0.049
42.320767,0.0265,-0.0230,-0.0323,0.048
42.329134,0.0349,-0.0517,-0.0154,0.064
42.331447,0.0388,-0.1110,-0.0484,0.127
42.336523,0.0477,-0.0893,-0.1168,0.155
42.343327,0.0589,-0.0580,-0.1396,0.162
42.346524,0.0533,-0.0102,-0.1384,0.149
42.352851,0.0215,0.0137,-0.1063,0.109
42.356545,-0.0078,0.0043,-0.0508,0.052
42.361427,-0.0231,0.0353,-0.0123,0.044
42.365751,-0.0433,0.0279,0.0093,0.052
42.370169,0.0006,0.0417,0.0402,0.058
42.375712,-0.0106,0.0292,0.0471,0.056
42.379987,0.0237,0.0237,0.0564,0.066
42.385691,0.0319,-0.0079,0.0109,0.035
42.393505,0.0119,0.0201,-0.0105,0.026
42.394394,0.0043,0.0268,-0.0650,0.070
42.404442,0.0374,0.0217,-0.0573,0.072
42.405128,0.0206,-0.0162,-0.0402,0.048
42.411468,0.0068,-0.0062,-0.0732,0.074
42.413857,0.0243,-0.0081,-0.0560,0.062
42.419263,0.0277,-0.0289,-0.0129,0.042
42.425437,-0.0474,0.0049,0.0488,0.068
42.429652,-0.0866,0.0144,0.0507,0.101
42.435392,-0.0973,0.0190,0.0384,0.106
42.441298,-0.0465,0.0449,0.0190,0.067
42.446973,-0.0462,0.0493,0.0165,0.070
42.448507,-0.0294,0.0442,-0.0121,0.054
42.454547,0.0016,0.0536,-0.0239,0.059
42.458889,0.0016,0.0226,-0.0284,0.036
42.464057,0.0017,0.0204,0.0050,0.021
42.469056,-0.0054,0.0038,0.0477,0.048
42.475261,-0.0101,-0.0295,0.0758,0.082
42.479262,0.0019,-0.0318,0.0301,0.044
42.484250,0.0352,-0.0104,-0.0295,0.047
42.489646,0.0397,-0.0056,-0.0483,0.063
42.494474,0.0538,0.0064,-0.0740,0.092
42.498781,0.0916,0.0021,-0.1067,0.141
42.504495,0.0508,0.0074,-0.0512,0.073
42.511077,0.0317,0.0128,-0.0105,0.036
42.513605,0.0150,0.0159,0.0347,0.041
42.517956,0.0126,-0.0051,0.0843,0.085
42.529207,0.0197,-0.0001,0.1097,0.111
42.530264,0.0149,0.0045,0.0660,0.068
42.532852,0.0221,-0.0148,0.0298,0.040
42.539119,0.0389,-0.0290,-0.0607,0.078
42.542321,-0.0060,-0.0193,-0.0554,0.059
42.547852,0.0207,-0.0258,-0.0289,0.044
42.553651,-0.0099,-0.0227,-0.0263,0.036
42.558637,-0.0025,-0.0173,0.0213,0.028
42.562633,-0.0047,-0.0145,0.0473,0.050
42.567248,0.0002,-0.0070,0.0302,0.031
42.572956,0.0335,-0.0353,0.0300,0.057
42.579869,0.0285,-0.0303,0.0463,0.062
42.583502,0.0257,0.0008,0.0483,0.055
42.587590,0.0061,0.0364,0.0314,0.048
42.593290,0.0033,0.0315,0.0406,0.051
42.598168,0.0196,0.0265,0.0213,0.039
42.602228,0.0385,-0.0117,0.0330,0.052
42.608406,0.0029,-0.0261,0.0374,0.046
42.611873,-0.0182,-0.0284,0.0110,0.035
42.618111,-0.0248,-0.0285,-0.0271,0.046
42.622413,-0.0170,-0.0568,-0.0886,0.107
42.635524,-0.0094,-0.0420,-0.0832,0.094
42.636243,0.0100,-0.0390,-0.0588,0.071
42.641301,-0.0304,0.0117,-0.0085,0.034
42.642165,-0.0444,0.0359,0.0011,0.057
42.647644,-0.0489,0.0099,0.0723,0.088
42.652836,-0.1227,0.0787,0.2142,0.259
42.656198,-0.0486,0.0279,0.0439,0.071
42.662336,0.0274,-0.0319,0.0009,0.042
42.667771,0.0156,-0.0080,-0.0894,0.091
42.671954,0.0520,-0.0599,-0.1125,0.138
42.677010,0.0243,-0.0018,-0.1235,0.126
42.682218,-0.0172,0.0061,-0.0490,0.052
42.686777,-0.0251,0.0187,0.0320,0.045
42.693014,-0.0284,0.0714,0.0577,0.096
42.695749,-0.0627,0.0618,0.0904,0.126
42.702261,-0.0115,0.0852,0.0635,0.107
42.708877,-0.0441,0.0775,0.1056,0.138
42.713065,-0.0507,0.0697,0.1118,0.141
42.716321,-0.0125,0.0547,0.1014,0.116
42.721274,0.0443,0.0397,0.0816,0.101
42.733158,0.0508,0.0035,0.0643,0.082
42.734234,0.0502,0.0080,0.0567,0.076
42.735625,0.0426,0.0077,0.0159,0.046
42.746623,0.0592,-0.0258,-0.0175,0.067
42.747720,0.0545,-0.0493,-0.0625,0.097
42.750249,0.0286,-0.0465,-0.0549,0.077
42.754689,0.0266,-0.0365,-0.0878,0.099
42.760910,0.0294,-0.0763,-0.0634,0.103
42.764714,0.0463,-0.0684,-0.0700,0.108
42.771096,0.0488,-0.0485,-0.1003,0.122
42.776002,0.0180,-0.0382,-0.0995,0.108
42.780546,0.0254,-0.0063,-0.0441,0.051
42.784131,0.0208,0.0206,-0.0201,0.035
42.789632,-0.0078,0.0615,0.0466,0.078
42.795476,0.0041,0.0521,0.0723,0.089
42.801097,-0.0127,0.0473,0.0907,0.103
42.804433,0.0014,0.0352,0.1113,0.117
42.810397,0.0200,0.0183,0.1365,0.139
42.816896,0.0150,0.0110,0.0808,0.083
42.819393,-0.0039,-0.0107,0.0397,0.041
42.830486,0.0036,-0.0202,0.0251,0.032
42.831381,-0.0151,-0.0250,0.0107,0.031
42.837081,-0.0147,-0.0129,0.0082,0.021
42.841224,-0.0143,-0.0034,-0.0133,0.020
42.843921,0.0076,0.0014,-0.0322,0.033
42.849883,-0.0064,-0.0008,-0.0462,0.047
42.855336,0.0012,-0.0266,-0.0150,0.031
42.859676,-0.0199,-0.0448,-0.0006,0.049
42.862874,-0.0386,-0.0131,0.0017,0.041
42.868783,-0.0431,-0.0529,0.0278,0.074
42.873693,-0.0332,-0.0023,0.0561,0.065
42.879005,-0.0141,0.0310,0.0746,0.082
42.883470,-0.0093,0.0166,0.0502,0.054
42.889137,0.0288,0.0069,0.0807,0.086
42.892546,0.0166,0.0187,0.0658,0.070
42.898851,-0.0168,-0.0030,0.0557,0.058
42.903295,-0.0238,-0.0033,0.0292,0.038
42.908735,-0.0071,-0.0083,0.0456,0.047
42.913342,-0.0406,-0.0132,0.0428,0.060
42.919260,-0.0193,0.0318,0.0449,0.058
42.929088,-0.0170,0.0360,-0.0172,0.043
42.930512,0.0472,0.0214,-0.0360,0.063
42.933950,0.0446,0.0118,-0.0334,0.057
42.937908,-0.0029,0.0214,-0.0664,0.070
42.945825,-0.0001,0.0192,-0.0991,0.101
42.946914,-0.0161,0.0077,-0.1339,0.135
42.954092,-0.0298,-0.0129,-0.1067,0.112
42.957486,-0.0602,0.0190,-0.0537,0.083
42.964247,-0.0430,0.0198,-0.0247,0.053
42.967135,-0.0355,0.0561,0.0490,0.083
42.972325,-0.0518,0.0396,0.0581,0.087
42.979471,-0.0347,0.0255,0.0291,0.052
42.985555,0.0133,-0.0026,-0.0162,0.021
42.986566,0.0780,-0.0636,-0.0494,0.112
42.992000,0.0331,-0.0553,-0.0158,0.066
42.997505,0.0389,-0.0683,-0.0562,0.097
43.002119,0.0308,-0.0241,-0.0511,0.064
43.015000,0.0301,-0.0300,-0.0129,0.044
43.015899,0.0009,0.0188,0.0417,0.046
43.017063,-0.0021,0.0551,0.0697,0.089
43.021131,0.0163,0.0389,0.0547,0.069
43.026121,-0.0893,0.0536,0.1182,0.158
43.031660,-0.0070,0.0324,0.1528,0.156
43.037587,0.0411,0.0635,0.1467,0.165
43.040850,0.0413,0.0372,0.1098,0.123
43.046360,0.0175,0.0276,0.1065,0.111
43.051823,0.0152,-0.0080,0.0629,0.065
43.058428,0.0293,-0.0410,0.0267,0.057
43.061268,-0.0137,-0.0452,0.0146,0.049
43.065019,-0.0257,-0.0352,0.0098,0.045
43.072858,-0.0164,-0.0346,0.0311,0.049
43.075777,-0.0001,-0.0198,0.0665,0.069
43.080864,0.0136,0.0161,0.0660,0.069
43.085850,0.0035,-0.0103,0.0702,0.071
43.090810,0.0054,-0.0318,0.0222,0.039
43.096514,-0.0307,-0.0223,0.0529,0.065
43.102852,-0.0215,-0.0128,0.0169,0.030
43.108123,0.0188,-0.0318,0.0215,0.043
43.111149,0.0422,-0.0602,0.0024,0.074
43.116415,0.0063,-0.0622,0.0071,0.063
43.121358,-0.0292,0.0142,-0.0357,0.048
43.133715,0.0382,0.0354,-0.1162,0.127
43.134827,0.0694,0.0091,-0.0512,0.087
43.135365,-0.0185,-0.0074,-0.0366,0.042
43.146988,0.0033,0.0334,-0.0363,0.049
43.148357,-0.0274,0.0167,0.0044,0.032
43.153133,-0.0319,0.0358,0.0067,0.048
43.156592,-0.0319,0.0121,0.0138,0.037
43.159844,-0.0630,0.0265,0.0232,0.072
43.165186,-0.0584,0.0028,0.0611,0.085
43.170010,-0.0306,0.0051,0.0891,0.094
43.175555,-0.0176,0.0121,0.1550,0.156
43.179073,-0.0096,-0.0002,0.1301,0.130
43.183964,-0.0136,0.0017,0.1078,0.109
43.190992,0.0419,-0.0298,0.0951,0.108
43.193773,0.0330,-0.0349,0.0636,0.080
43.200136,0.0125,-0.0161,0.0371,0.042
43.203833,0.0277,0.0120,-0.0011,0.030
43.214415,0.0096,0.0210,0.0251,0.034
43.215388,0.0559,0.0178,0.0701,0.091
43.220495,0.0352,0.0194,0.0388,0.056
43.226601,0.0170,0.0350,0.0124,0.041
43.229881,-0.0105,-0.0089,-0.0303,0.033
43.235463,-0.0305,0.0072,-0.0679,0.075
43.240488,0.0042,0.0137,-0.0673,0.069
43.243391,-0.0041,-0.0201,-0.0452,0.050
43.249183,-0.0096,-0.0298,-0.0139,0.034
43.254213,-0.0105,-0.0251,-0.0113,0.030
43.258815,0.0099,-0.0206,-0.0207,0.031
43.263902,-0.0247,-0.0160,-0.0346,0.045
43.267666,-0.0305,-0.0281,-0.0437,0.060
43.276551,0.0282,-0.0351,-0.0836,0.095
43.277782,0.0560,-0.0443,-0.0829,0.109
43.282224,0.0413,-0.0510,-0.0110,0.067
43.290281,0.0030,-0.0055,0.0342,0.035
43.292525,0.0102,0.0253,0.0482,0.055
43.296852,0.0077,0.0273,0.0596,0.066
43.302312,-0.0211,0.0410,0.0900,0.101
43.307303,-0.0499,0.0333,0.0537,0.081
43.311628,-0.0312,0.0161,0.0723,0.080
43.317778,-0.0078,0.0204,0.0599,0.064
43.330897,-0.0132,0.0197,0.0832,0.087
43.331703,-0.0043,0.0096,0.0446,0.046
43.332090,-0.0214,-0.0289,0.0324,0.048
43.336476,-0.0098,-0.0529,-0.0011,0.054
43.341703,0.0064,-0.0695,-0.0034,0.070
43.347130,-0.0108,-0.0360,-0.0104,0.039
43.351393,-0.0209,-0.0218,-0.0198,0.036
43.358370,0.0069,-0.0338,-0.0504,0.061
43.360871,0.0084,-0.0361,-0.0499,0.062
43.367114,0.0146,-0.0524,-0.0542,0.077
43.372777,0.0233,-0.0139,-0.0584,0.064
43.378472,0.0368,-0.0043,0.0038,0.037
43.381957,0.0075,0.0195,0.0632,0.067
43.386903,0.0118,0.0548,0.0770,0.095
43.392256,0.0160,0.0468,0.0336,0.060
43.397208,0.0107,0.0461,0.0096,0.048
43.401228,0.0033,0.0193,0.0072,0.021
43.406751,-0.0207,0.0211,-0.0142,0.033
43.410982,-0.0109,0.0419,-0.0663,0.079
43.416203,-0.0152,0.0320,-0.0967,0.103
43.425625,-0.0167,-0.0061,-0.0935,0.095
43.426710,-0.0107,0.0039,-0.0786,0.079
43.433059,-0.0544,0.0091,-0.0496,0.074
43.435475,-0.0146,0.0165,-0.0113,0.025
43.440190,-0.0275,0.0216,0.0243,0.043
43.445173,-0.0144,0.0051,0.0454,0.048
43.451670,-0.0276,0.0006,0.0093,0.029
43.455884,-0.0240,-0.0371,0.0163,0.047
43.459872,-0.0159,-0.0745,-0.0006,0.076
43.466202,0.0251,-0.0474,0.0184,0.057
43.471080,-0.0107,-0.0228,-0.0150,0.029
43.475453,-0.0088,-0.0246,0.0326,0.042
43.480885,0.0046,-0.0289,0.0918,0.096
43.485311,-0.0059,0.0094,0.1220,0.122
43.490582,0.0243,-0.0052,0.1258,0.128
43.494218,0.0281,0.0111,0.1367,0.140
43.499721,-0.0252,0.0554,0.1380,0.151
43.504473,-0.0521,0.0496,0.1227,0.142
43.510200,-0.0458,0.0224,0.0553,0.075
43.515541,-0.0489,0.0073,0.0074,0.050
43.519159,-0.0163,-0.0028,-0.0044,0.017
43.525155,-0.0242,-0.0247,-0.0114,0.036
43.529935,-0.0274,0.0012,-0.0302,0.041
43.534346,-0.0184,-0.0230,-0.0584,0.065
43.546494,0.0265,-0.0611,-0.0270,0.072
43.547478,0.0048,-0.0420,-0.0268,0.050
43.548878,0.0117,0.0007,-0.0146,0.019
43.558051,-0.0029,0.0074,-0.0549,0.055
43.558883,0.0277,-0.0239,-0.0283,0.046
43.564180,0.0270,-0.0169,-0.0398,0.051
43.570484,0.0502,-0.0289,-0.0727,0.093
