time,wx (rad/s),wy (rad/s),wz (rad/s)
52.771090,-0.06,0.10,0.07
52.773574,-0.08,0.11,0.08
52.778018,-0.09,0.13,0.08
52.779367,-0.11,0.14,0.09
52.781748,-0.12,0.15,0.10
52.785126,-0.14,0.16,0.10
52.786889,-0.15,0.17,0.11
52.789585,-0.16,0.18,0.11
52.791932,-0.16,0.19,0.11
52.801257,-0.17,0.20,0.12
52.802475,-0.17,0.20,0.12
52.802974,-0.17,0.20,0.13
52.803383,-0.17,0.20,0.13
52.803762,-0.17,0.20,0.14
52.808818,-0.17,0.19,0.15
52.809646,-0.16,0.19,0.16
52.820515,-0.16,0.18,0.17
52.821649,-0.15,0.17,0.18
52.822097,-0.14,0.16,0.19
52.822444,-0.13,0.14,0.20
52.822808,-0.12,0.13,0.21
52.824509,-0.11,0.12,0.23
52.827345,-0.10,0.10,0.24
52.828924,-0.09,0.08,0.24
52.831191,-0.08,0.07,0.25
52.833597,-0.07,0.05,0.26
52.836426,-0.05,0.03,0.27
52.839371,-0.04,0.01,0.28
52.841922,-0.03,-0.01,0.28
52.844508,-0.02,-0.03,0.29
52.845802,-0.01,-0.04,0.30
52.848759,-0.00,-0.05,0.30
52.851059,0.01,-0.07,0.31
52.854150,0.01,-0.08,0.31
52.855785,0.02,-0.09,0.32
52.857954,0.02,-0.10,0.32
52.860696,0.03,-0.10,0.32
52.863240,0.04,-0.11,0.32
52.866069,0.05,-0.11,0.32
52.868166,0.05,-0.10,0.32
52.870514,0.06,-0.09,0.32
52.873455,0.06,-0.08,0.32
52.875061,0.07,-0.07,0.32
52.882601,0.07,-0.05,0.32
52.883798,0.08,-0.03,0.32
52.884498,0.08,-0.01,0.32
52.885250,0.08,0.01,0.32
52.888713,0.08,0.03,0.32
52.891800,0.09,0.05,0.32
52.904779,0.08,0.07,0.32
52.905630,0.08,0.09,0.33
52.905893,0.08,0.11,0.33
52.906103,0.07,0.12,0.33
52.906311,0.07,0.14,0.34
52.906527,0.07,0.16,0.34
52.909046,0.06,0.17,0.35
52.910379,0.05,0.19,0.36
52.912097,0.05,0.20,0.37
52.920590,0.05,0.22,0.38
52.921068,0.04,0.23,0.39
52.921300,0.04,0.24,0.40
52.921540,0.04,0.25,0.41
52.924675,0.03,0.26,0.42
52.927763,0.03,0.27,0.43
52.931316,0.02,0.27,0.44
52.931972,0.02,0.28,0.45
52.935376,0.02,0.28,0.46
52.937989,0.01,0.28,0.47
52.939193,0.01,0.27,0.49
52.942056,0.02,0.27,0.50
52.944710,0.02,0.26,0.51
52.947103,0.03,0.26,0.53
52.949250,0.03,0.25,0.54
52.952506,0.04,0.24,0.55
52.954189,0.05,0.23,0.56
52.956908,0.07,0.22,0.57
52.959481,0.08,0.21,0.58
52.962431,0.09,0.20,0.59
52.964520,0.10,0.18,0.59
52.966827,0.12,0.16,0.59
52.969742,0.13,0.15,0.59
52.971659,0.14,0.13,0.60
52.975347,0.16,0.12,0.60
52.976653,0.17,0.10,0.60
52.978998,0.18,0.09,0.60
52.981889,0.20,0.08,0.60
52.984660,0.21,0.07,0.59
52.986876,0.22,0.06,0.59
52.988462,0.23,0.06,0.59
52.997418,0.24,0.05,0.59
52.998711,0.25,0.05,0.58
52.999167,0.26,0.05,0.58
52.999540,0.26,0.05,0.58
53.004418,0.26,0.05,0.58
53.005308,0.26,0.06,0.58
53.015432,0.26,0.06,0.58
53.016590,0.25,0.07,0.58
53.016976,0.24,0.08,0.58
53.017315,0.23,0.09,0.58
53.017672,0.22,0.09,0.58
53.018883,0.21,0.10,0.58
53.021258,0.19,0.12,0.59
53.025390,0.18,0.13,0.59
53.026726,0.17,0.14,0.60
53.029495,0.16,0.15,0.60
53.030383,0.14,0.15,0.62
53.034165,0.14,0.16,0.63
53.036563,0.13,0.16,0.64
53.038858,0.13,0.17,0.65
53.041792,0.13,0.17,0.66
53.044043,0.13,0.17,0.66
53.045869,0.13,0.16,0.67
53.048267,0.13,0.16,0.68
53.050747,0.13,0.16,0.69
53.053201,0.14,0.15,0.69
53.056102,0.15,0.15,0.70
53.057081,0.15,0.14,0.70
53.060455,0.16,0.14,0.71
53.063135,0.18,0.13,0.71
53.065100,0.19,0.13,0.71
53.067964,0.21,0.12,0.71
53.070498,0.22,0.12,0.72
53.073956,0.24,0.11,0.72
53.075423,0.26,0.11,0.72
53.080191,0.27,0.11,0.72
53.081147,0.28,0.10,0.72
53.081971,0.29,0.09,0.73
53.085112,0.30,0.09,0.73
53.088038,0.32,0.09,0.73
53.095534,0.33,0.08,0.73
53.096995,0.34,0.08,0.73
53.097491,0.35,0.08,0.74
53.097880,0.36,0.08,0.74
53.102835,0.36,0.08,0.74
53.103587,0.36,0.07,0.75
53.105703,0.36,0.07,0.75
53.113504,0.35,0.05,0.75
53.114745,0.34,0.04,0.75
53.115212,0.32,0.02,0.74
53.115673,0.30,-0.00,0.74
53.117640,0.27,-0.02,0.73
53.118708,0.24,-0.04,0.73
53.122401,0.20,-0.06,0.72
53.124892,0.17,-0.08,0.71
53.127535,0.13,-0.10,0.69
53.129658,0.09,-0.12,0.68
53.131989,0.05,-0.14,0.67
53.134845,0.01,-0.16,0.66
53.137116,-0.02,-0.18,0.64
53.139999,-0.06,-0.20,0.63
53.142712,-0.09,-0.22,0.61
53.144071,-0.12,-0.24,0.59
53.146526,-0.15,-0.27,0.57
53.148810,-0.17,-0.29,0.55
53.151894,-0.19,-0.31,0.53
53.157079,-0.20,-0.33,0.50
53.158258,-0.21,-0.35,0.48
53.159003,-0.22,-0.36,0.45
53.161508,-0.22,-0.38,0.43
53.163753,-0.21,-0.39,0.41
53.166240,-0.19,-0.40,0.38
53.169060,-0.17,-0.41,0.36
53.170969,-0.14,-0.41,0.34
53.173331,-0.12,-0.42,0.32
53.176905,-0.08,-0.42,0.30
53.178631,-0.04,-0.43,0.28
53.181544,0.00,-0.42,0.27
53.183721,0.05,-0.42,0.25
53.186902,0.10,-0.40,0.24
53.194657,0.14,-0.39,0.23
53.195945,0.18,-0.37,0.22
53.196535,0.22,-0.35,0.21
53.196945,0.26,-0.33,0.21
53.200669,0.29,-0.31,0.21
53.201428,0.32,-0.28,0.21
53.203520,0.35,-0.25,0.21
53.213188,0.36,-0.23,0.23
53.214404,0.38,-0.20,0.24
53.214882,0.39,-0.17,0.26
53.215350,0.39,-0.14,0.28
53.215810,0.39,-0.11,0.31
53.218425,0.38,-0.08,0.33
53.220451,0.37,-0.05,0.35
53.223509,0.36,-0.01,0.38
53.226448,0.34,0.02,0.40
53.228564,0.32,0.06,0.42
53.229823,0.29,0.09,0.44
53.233703,0.27,0.13,0.46
53.235693,0.24,0.17,0.48
53.237900,0.21,0.21,0.50
53.242495,0.19,0.25,0.52
53.243335,0.16,0.28,0.54
53.245766,0.13,0.31,0.56
53.248420,0.11,0.34,0.57
53.250062,0.08,0.37,0.58
53.252716,0.06,0.39,0.60
53.254983,0.05,0.41,0.61
53.258182,0.03,0.43,0.61
53.259674,0.02,0.45,0.61
53.262492,0.01,0.46,0.61
53.265716,-0.00,0.47,0.61
53.267854,-0.00,0.48,0.60
53.269753,-0.00,0.49,0.59
53.272727,-0.00,0.49,0.58
53.274725,0.01,0.50,0.57
53.276975,0.02,0.49,0.56
53.280486,0.03,0.49,0.56
53.282339,0.05,0.49,0.55
53.284812,0.07,0.48,0.54
53.294614,0.10,0.47,0.54
53.296109,0.12,0.46,0.54
53.296828,0.15,0.45,0.53
53.297247,0.18,0.43,0.53
53.297651,0.21,0.41,0.52
53.304795,0.23,0.40,0.52
53.305696,0.25,0.38,0.52
53.306180,0.28,0.36,0.51
53.314530,0.29,0.35,0.51
53.315866,0.31,0.33,0.51
53.316552,0.32,0.31,0.51
53.316961,0.33,0.29,0.51
53.317614,0.33,0.27,0.51
53.322868,0.33,0.25,0.51
53.324009,0.33,0.24,0.51
53.324427,0.33,0.22,0.51
53.327092,0.33,0.21,0.51
53.329605,0.32,0.21,0.51
53.331794,0.32,0.20,0.51
53.334624,0.31,0.20,0.51
53.337232,0.30,0.19,0.51
53.338826,0.29,0.19,0.51
53.341944,0.28,0.19,0.51
53.345582,0.27,0.18,0.50
53.346189,0.26,0.17,0.50
53.349232,0.25,0.17,0.50
53.350950,0.25,0.16,0.49
53.354330,0.24,0.15,0.49
53.357102,0.23,0.13,0.48
53.360496,0.23,0.12,0.47
53.362042,0.23,0.11,0.46
53.364380,0.23,0.10,0.46
53.367194,0.23,0.09,0.45
53.370473,0.24,0.08,0.44
53.371504,0.25,0.07,0.43
53.373236,0.26,0.06,0.42
53.376024,0.26,0.04,0.41
53.383741,0.28,0.03,0.41
53.384228,0.28,0.02,0.40
53.384534,0.29,0.01,0.39
53.389219,0.30,-0.00,0.38
53.390041,0.31,-0.01,0.37
53.390273,0.32,-0.01,0.37
53.393753,0.33,-0.02,0.36
53.396475,0.33,-0.02,0.35
53.398116,0.33,-0.03,0.35
53.400608,0.33,-0.03,0.35
53.403292,0.33,-0.04,0.35
53.405165,0.32,-0.04,0.34
53.408258,0.31,-0.04,0.34
53.410253,0.31,-0.04,0.34
53.413452,0.29,-0.05,0.34
53.415963,0.28,-0.05,0.33
53.420789,0.26,-0.05,0.33
53.422345,0.24,-0.05,0.33
53.422940,0.22,-0.04,0.32
53.425115,0.19,-0.04,0.32
53.428004,0.16,-0.02,0.31
53.430778,0.13,-0.01,0.30
53.432383,0.09,0.00,0.29
53.435883,0.05,0.03,0.28
53.437085,0.01,0.05,0.26
53.440192,-0.03,0.08,0.25
53.442244,-0.07,0.10,0.23
53.445169,-0.11,0.13,0.21
53.447450,-0.15,0.16,0.20
53.449978,-0.19,0.20,0.18
53.452559,-0.23,0.23,0.16
53.455835,-0.27,0.26,0.14
53.456764,-0.31,0.29,0.13
53.460072,-0.34,0.32,0.11
53.462374,-0.38,0.34,0.10
53.464583,-0.41,0.36,0.09
53.467261,-0.44,0.39,0.08
53.469891,-0.48,0.40,0.07
53.472429,-0.51,0.41,0.06
53.474804,-0.53,0.42,0.05
53.477091,-0.56,0.42,0.05
53.479434,-0.58,0.43,0.04
53.483150,-0.59,0.42,0.03
53.490689,-0.61,0.42,0.02
53.491857,-0.61,0.42,0.02
53.492480,-0.61,0.41,0.01
53.492927,-0.60,0.39,0.01
53.494293,-0.60,0.38,0.01
53.497425,-0.58,0.36,0.02
53.499637,-0.56,0.33,0.02
53.510007,-0.53,0.31,0.03
53.511129,-0.51,0.28,0.04
53.511515,-0.48,0.25,0.04
53.511846,-0.44,0.21,0.05
53.512163,-0.41,0.18,0.05
53.513931,-0.37,0.15,0.06
53.524957,-0.33,0.12,0.07
53.526158,-0.29,0.09,0.07
53.526593,-0.25,0.06,0.08
53.526993,-0.22,0.03,0.08
53.527376,-0.18,0.00,0.09
53.528993,-0.15,-0.02,0.09
53.531497,-0.12,-0.04,0.10
53.535874,-0.09,-0.07,0.10
53.537812,-0.07,-0.09,0.11
53.539985,-0.05,-0.10,0.11
53.541312,-0.03,-0.12,0.11
53.543331,-0.02,-0.13,0.12
53.546347,-0.00,-0.14,0.12
53.548266,0.01,-0.15,0.12
53.551718,0.02,-0.16,0.12
53.553046,0.03,-0.17,0.12
53.555407,0.04,-0.17,0.12
53.558762,0.04,-0.18,0.12
53.560399,0.04,-0.18,0.12
53.563453,0.05,-0.19,0.12
53.565780,0.04,-0.19,0.12
53.568198,0.04,-0.19,0.12
53.570642,0.04,-0.19,0.12
53.573131,0.03,-0.18,0.11
53.575907,0.03,-0.17,0.11
53.578445,0.02,-0.16,0.11
53.580947,0.02,-0.15,0.11
53.584623,0.01,-0.13,0.11
53.586040,0.01,-0.12,0.11
53.588691,0.01,-0.11,0.11
53.590079,0.01,-0.10,0.11
53.594085,0.00,-0.10,0.10
53.596385,0.00,-0.09,0.10
53.598253,0.01,-0.08,0.10
53.608736,0.01,-0.07,0.10
53.610890,0.02,-0.07,0.10
53.612072,0.04,-0.06,0.11
53.613310,0.05,-0.05,0.11
53.614399,0.07,-0.04,0.11
53.615796,0.08,-0.04,0.12
53.617867,0.10,-0.04,0.12
53.619209,0.12,-0.04,0.13
53.620471,0.13,-0.05,0.13
53.621784,0.15,-0.05,0.13
53.632681,0.16,-0.05,0.13
53.633777,0.18,-0.05,0.14
53.634171,0.19,-0.06,0.14
53.634522,0.19,-0.06,0.14
53.634842,0.21,-0.06,0.14
53.636045,0.22,-0.06,0.14
53.639002,0.23,-0.06,0.14
53.642075,0.25,-0.06,0.14
53.644000,0.26,-0.06,0.15
53.646799,0.27,-0.07,0.15
53.649890,0.28,-0.07,0.15
53.651667,0.29,-0.07,0.15
53.654614,0.30,-0.07,0.15
53.655875,0.31,-0.06,0.14
53.659413,0.32,-0.06,0.14
53.661649,0.33,-0.05,0.13
53.664161,0.33,-0.05,0.13
53.666748,0.34,-0.04,0.12
53.669281,0.34,-0.02,0.11
53.671652,0.34,-0.01,0.10
53.674167,0.34,0.00,0.09
53.676957,0.34,0.02,0.08
53.679716,0.34,0.03,0.07
53.683037,0.34,0.04,0.06
53.684260,0.33,0.06,0.05
53.686925,0.33,0.07,0.04
53.688924,0.33,0.08,0.03
53.690814,0.32,0.09,0.02
53.694186,0.32,0.10,0.01
53.696456,0.32,0.12,0.00
53.708668,0.32,0.13,-0.01
53.709864,0.32,0.14,-0.01
53.710328,0.31,0.15,-0.02
53.710713,0.31,0.16,-0.02
53.711097,0.31,0.17,-0.02
53.711475,0.31,0.18,-0.03
53.725000,0.30,0.18,-0.03
53.726038,0.30,0.19,-0.03
53.726372,0.29,0.19,-0.03
53.726685,0.27,0.18,-0.03
53.727016,0.26,0.17,-0.03
53.727327,0.23,0.16,-0.02
53.728371,0.20,0.15,-0.02
53.732673,0.16,0.14,-0.02
53.733483,0.12,0.13,-0.02
53.735096,0.07,0.12,-0.02
53.738373,0.01,0.10,-0.02
53.740531,-0.04,0.09,-0.02
53.742477,-0.10,0.07,-0.02
53.746617,-0.16,0.04,-0.03
53.748814,-0.23,0.01,-0.04
53.750811,-0.29,-0.01,-0.05
53.752930,-0.36,-0.05,-0.07
53.755735,-0.42,-0.08,-0.09
53.757973,-0.49,-0.11,-0.11
53.760630,-0.55,-0.15,-0.13
53.763538,-0.61,-0.18,-0.16
53.765888,-0.66,-0.21,-0.19
53.768761,-0.71,-0.24,-0.22
53.770871,-0.76,-0.26,-0.25
53.771893,-0.80,-0.28,-0.28
53.774987,-0.84,-0.29,-0.31
53.777504,-0.87,-0.30,-0.34
53.781758,-0.90,-0.31,-0.37
53.782756,-0.91,-0.31,-0.40
53.784536,-0.92,-0.32,-0.43
53.787359,-0.92,-0.33,-0.46
53.789592,-0.91,-0.33,-0.49
53.792162,-0.89,-0.33,-0.52
53.794536,-0.86,-0.33,-0.54
53.809483,-0.81,-0.32,-0.56
53.810690,-0.76,-0.32,-0.57
53.811168,-0.71,-0.30,-0.58
53.811680,-0.64,-0.28,-0.59
53.812070,-0.57,-0.26,-0.59
53.812550,-0.49,-0.24,-0.59
53.812934,-0.41,-0.22,-0.58
53.825788,-0.33,-0.19,-0.57
53.826796,-0.24,-0.16,-0.55
53.827143,-0.16,-0.13,-0.54
53.827437,-0.07,-0.10,-0.51
53.827875,0.01,-0.07,-0.49
53.828180,0.10,-0.03,-0.45
53.828849,0.18,0.00,-0.42
53.833278,0.25,0.03,-0.38
53.834430,0.32,0.06,-0.35
53.836937,0.38,0.09,-0.31
53.839383,0.44,0.11,-0.27
53.842168,0.49,0.14,-0.23
53.843676,0.53,0.15,-0.20
53.847106,0.56,0.17,-0.16
53.849241,0.59,0.19,-0.13
53.851311,0.61,0.20,-0.09
53.853898,0.62,0.22,-0.06
53.856489,0.62,0.23,-0.03
53.858605,0.62,0.25,-0.00
53.861907,0.62,0.27,0.03
53.864037,0.61,0.29,0.05
53.866544,0.59,0.31,0.08
53.868235,0.57,0.33,0.10
53.871178,0.56,0.35,0.12
53.873674,0.54,0.37,0.14
53.875950,0.52,0.39,0.16
53.878314,0.50,0.41,0.17
53.881188,0.48,0.43,0.19
53.883509,0.46,0.44,0.20
53.885955,0.44,0.45,0.21
53.889353,0.42,0.45,0.23
53.890662,0.40,0.46,0.24
53.894026,0.38,0.46,0.24
53.903115,0.36,0.46,0.25
53.904369,0.33,0.45,0.25
53.904884,0.31,0.44,0.26
53.905273,0.28,0.42,0.26
53.905645,0.25,0.41,0.27
53.908685,0.22,0.38,0.27
53.910808,0.19,0.36,0.27
53.922152,0.15,0.33,0.27
53.923125,0.12,0.30,0.27
53.923457,0.08,0.27,0.27
53.923750,0.05,0.24,0.26
53.924064,0.02,0.21,0.25
53.925471,-0.02,0.17,0.24
53.928010,-0.05,0.13,0.22
53.930637,-0.08,0.09,0.20
53.933110,-0.10,0.04,0.18
53.935758,-0.13,-0.00,0.16
53.938162,-0.15,-0.04,0.14
53.940383,-0.17,-0.08,0.12
53.943085,-0.18,-0.12,0.10
53.946082,-0.19,-0.15,0.08
53.947329,-0.19,-0.18,0.05
53.950373,-0.19,-0.21,0.03
53.953057,-0.18,-0.23,0.02
53.954058,-0.16,-0.25,-0.00
53.957671,-0.14,-0.26,-0.02
53.959991,-0.12,-0.27,-0.03
53.963299,-0.10,-0.28,-0.04
53.964788,-0.07,-0.28,-0.05
53.967132,-0.04,-0.28,-0.06
53.970436,-0.00,-0.28,-0.07
53.972443,0.03,-0.28,-0.07
53.974309,0.07,-0.27,-0.07
53.976898,0.10,-0.27,-0.07
53.979351,0.14,-0.26,-0.07
53.982238,0.17,-0.25,-0.07
53.984504,0.21,-0.24,-0.06
53.987214,0.24,-0.23,-0.05
53.989065,0.27,-0.22,-0.04
53.990916,0.29,-0.21,-0.03
54.002129,0.32,-0.19,-0.02
54.003301,0.34,-0.17,-0.01
54.003795,0.35,-0.16,0.01
54.004190,0.37,-0.14,0.03
54.004643,0.37,-0.12,0.04
54.006708,0.37,-0.11,0.05
54.009283,0.37,-0.09,0.07
54.020219,0.36,-0.07,0.08
54.021351,0.35,-0.05,0.09
54.021710,0.34,-0.03,0.10
54.022022,0.32,-0.01,0.11
54.022332,0.29,0.02,0.12
54.023553,0.27,0.04,0.13
54.026849,0.24,0.07,0.13
54.030261,0.21,0.10,0.14
54.031252,0.17,0.12,0.14
54.034547,0.14,0.15,0.14
54.036523,0.11,0.17,0.14
54.039400,0.07,0.19,0.14
54.040796,0.03,0.20,0.14
54.044897,-0.00,0.21,0.14
54.046845,-0.04,0.22,0.14
54.049216,-0.07,0.23,0.13
54.051174,-0.10,0.23,0.12
54.053719,-0.12,0.23,0.11
54.056220,-0.15,0.22,0.11
54.061477,-0.17,0.21,0.10
54.062539,-0.18,0.19,0.09
54.063307,-0.19,0.18,0.07
54.066679,-0.20,0.16,0.06
54.068836,-0.20,0.14,0.05
54.071288,-0.20,0.13,0.04
54.073701,-0.19,0.11,0.02
54.075347,-0.18,0.09,0.02
54.079073,-0.16,0.07,0.01
54.080464,-0.14,0.05,0.00
54.082395,-0.11,0.03,-0.00
54.085593,-0.09,-0.00,-0.01
54.087838,-0.05,-0.02,-0.01
54.090470,-0.02,-0.05,-0.01
54.099286,0.02,-0.08,-0.01
54.100505,0.05,-0.10,-0.01
54.101001,0.09,-0.13,-0.01
54.101385,0.12,-0.15,-0.01
54.106854,0.16,-0.18,-0.00
54.107580,0.18,-0.19,0.00
54.107995,0.21,-0.20,0.00
54.116469,0.23,-0.21,0.00
54.117564,0.25,-0.21,0.01
54.117978,0.26,-0.21,0.01
54.118323,0.28,-0.20,0.02
54.120727,0.29,-0.19,0.02
54.122309,0.30,-0.18,0.03
54.125165,0.31,-0.16,0.03
54.127843,0.32,-0.14,0.03
54.130090,0.32,-0.12,0.04
54.135308,0.33,-0.09,0.04
54.135847,0.34,-0.07,0.04
54.137651,0.35,-0.04,0.04
54.140623,0.36,-0.01,0.04
54.143871,0.37,0.02,0.04
54.145406,0.38,0.05,0.04
54.147234,0.39,0.08,0.03
54.149634,0.39,0.11,0.03
54.151928,0.40,0.14,0.03
54.154310,0.40,0.16,0.03
54.157798,0.40,0.19,0.02
54.160370,0.40,0.21,0.02
54.161805,0.40,0.24,0.02
54.163955,0.41,0.26,0.02
54.167094,0.41,0.27,0.02
54.169326,0.40,0.29,0.02
54.171963,0.41,0.30,0.02
54.177065,0.41,0.31,0.02
54.177805,0.41,0.31,0.02
54.178919,0.42,0.32,0.02
54.181982,0.42,0.32,0.02
54.183973,0.43,0.31,0.01
54.186265,0.44,0.31,0.01
54.188948,0.45,0.29,0.01
54.198670,0.46,0.28,0.00
54.199902,0.47,0.26,-0.00
54.200457,0.48,0.25,-0.01
54.200862,0.49,0.23,-0.01
54.205444,0.50,0.20,-0.01
54.207413,0.51,0.18,-0.02
54.208078,0.51,0.15,-0.03
54.208618,0.51,0.13,-0.03
54.216152,0.50,0.11,-0.04
54.217506,0.49,0.08,-0.05
54.217948,0.48,0.06,-0.06
54.219790,0.46,0.04,-0.07
54.220548,0.44,0.02,-0.08
54.223565,0.42,0.00,-0.09
54.226634,0.40,-0.01,-0.10
54.229118,0.37,-0.03,-0.11
54.230337,0.34,-0.04,-0.12
54.233568,0.32,-0.05,-0.13
54.235374,0.29,-0.06,-0.14
54.237988,0.26,-0.06,-0.16
54.241194,0.23,-0.07,-0.17
54.244066,0.20,-0.08,-0.19
54.246674,0.17,-0.08,-0.20
54.247669,0.15,-0.09,-0.22
54.250886,0.12,-0.10,-0.23
54.253332,0.09,-0.12,-0.24
54.255528,0.07,-0.13,-0.26
54.259725,0.05,-0.14,-0.27
54.260916,0.03,-0.15,-0.28
54.263096,0.01,-0.15,-0.28
54.265513,-0.01,-0.16,-0.29
54.268231,-0.03,-0.16,-0.30
54.270494,-0.04,-0.16,-0.30
54.273198,-0.05,-0.16,-0.30
54.275864,-0.06,-0.15,-0.30
54.277936,-0.06,-0.15,-0.30
54.280627,-0.07,-0.14,-0.30
54.282200,-0.07,-0.13,-0.29
54.285315,-0.06,-0.12,-0.29
54.287400,-0.06,-0.11,-0.29
54.290486,-0.04,-0.10,-0.28
54.302957,-0.03,-0.09,-0.28
54.304067,-0.02,-0.08,-0.28
54.304715,0.00,-0.07,-0.27
54.305132,0.02,-0.05,-0.27
54.305512,0.04,-0.04,-0.26
54.305889,0.06,-0.02,-0.26
54.320620,0.07,0.00,-0.26
54.321681,0.09,0.03,-0.25
54.322041,0.11,0.05,-0.25
54.322391,0.12,0.08,-0.24
54.322704,0.13,0.10,-0.23
54.322992,0.14,0.13,-0.23
54.323267,0.14,0.15,-0.22
54.327074,0.15,0.17,-0.21
54.328445,0.15,0.20,-0.21
54.329986,0.16,0.21,-0.20
54.332363,0.15,0.23,-0.19
54.334316,0.15,0.25,-0.19
54.338029,0.15,0.27,-0.18
54.339039,0.14,0.28,-0.18
54.342512,0.13,0.30,-0.17
54.344426,0.12,0.31,-0.16
54.346412,0.11,0.32,-0.16
54.349684,0.10,0.32,-0.15
54.351742,0.09,0.33,-0.15
54.354543,0.07,0.33,-0.14
54.358264,0.06,0.33,-0.14
54.359395,0.05,0.33,-0.14
54.361310,0.04,0.33,-0.13
54.364392,0.04,0.32,-0.13
54.366366,0.03,0.32,-0.13
54.368396,0.02,0.31,-0.13
54.371364,0.01,0.29,-0.13
54.375145,0.01,0.28,-0.13
54.376900,0.00,0.27,-0.13
54.379260,-0.01,0.25,-0.12
54.382589,-0.01,0.24,-0.12
54.383579,-0.01,0.23,-0.12
54.386143,-0.01,0.21,-0.12
54.390351,-0.02,0.20,-0.12
54.391266,-0.02,0.18,-0.12
54.393924,-0.02,0.17,-0.12
54.396650,-0.02,0.16,-0.12
54.398121,-0.02,0.15,-0.12
54.401722,-0.02,0.14,-0.12
54.403644,-0.02,0.13,-0.11
54.411868,-0.02,0.11,-0.11
54.413166,-0.02,0.10,-0.11
54.413651,-0.01,0.09,-0.11
54.414037,-0.01,0.07,-0.10
54.416621,-0.01,0.06,-0.10
54.419303,-0.00,0.04,-0.09
54.421655,0.00,0.03,-0.09
54.430786,0.00,0.02,-0.09
54.431937,0.00,0.01,-0.08
54.432512,0.00,-0.00,-0.07
54.433016,0.00,-0.01,-0.07
54.433495,-0.00,-0.02,-0.07
54.435776,-0.01,-0.03,-0.06
54.440702,-0.02,-0.03,-0.06
54.441548,-0.02,-0.04,-0.06
54.443174,-0.03,-0.04,-0.06
54.445491,-0.04,-0.04,-0.05
54.447793,-0.05,-0.04,-0.05
54.450810,-0.06,-0.04,-0.05
54.453284,-0.08,-0.04,-0.04
54.456741,-0.09,-0.04,-0.04
54.458012,-0.09,-0.04,-0.04
54.460402,-0.10,-0.04,-0.03
54.462925,-0.11,-0.04,-0.03
54.464945,-0.11,-0.04,-0.02
54.467761,-0.12,-0.04,-0.02
54.470723,-0.12,-0.04,-0.02
54.473132,-0.12,-0.04,-0.01
54.475408,-0.12,-0.04,-0.01
54.477738,-0.12,-0.05,-0.01
54.480640,-0.12,-0.05,-0.00
54.482583,-0.12,-0.05,0.00
54.484962,-0.11,-0.06,0.01
54.487335,-0.11,-0.06,0.01
54.489595,-0.10,-0.07,0.02
54.492662,-0.10,-0.07,0.03
54.494557,-0.10,-0.08,0.03
54.498404,-0.09,-0.09,0.04
54.499133,-0.09,-0.10,0.04
54.502625,-0.08,-0.10,0.05
54.504523,-0.08,-0.11,0.05
54.512097,-0.07,-0.12,0.05
54.513519,-0.07,-0.12,0.06
54.514020,-0.07,-0.13,0.06
54.514427,-0.06,-0.13,0.07
54.520402,-0.06,-0.14,0.07
54.521184,-0.06,-0.15,0.07
54.529567,-0.06,-0.16,0.08
54.530715,-0.06,-0.16,0.08
54.531207,-0.06,-0.17,0.08
54.531636,-0.06,-0.17,0.09
54.532120,-0.06,-0.18,0.09
54.537437,-0.07,-0.18,0.09
54.539955,-0.07,-0.18,0.09
54.541477,-0.08,-0.18,0.09
54.542593,-0.08,-0.17,0.09
54.543249,-0.09,-0.17,0.08
54.546700,-0.10,-0.17,0.08
54.549135,-0.11,-0.16,0.08
54.551432,-0.12,-0.16,0.07
54.555175,-0.12,-0.15,0.06
54.556260,-0.13,-0.15,0.06
54.558868,-0.14,-0.14,0.05
54.561056,-0.15,-0.14,0.05
54.563599,-0.15,-0.13,0.04
54.565747,-0.16,-0.13,0.03
54.568908,-0.17,-0.12,0.03
54.571589,-0.18,-0.12,0.03
54.574328,-0.19,-0.11,0.02
54.576721,-0.20,-0.11,0.02
54.578310,-0.21,-0.10,0.02
54.580911,-0.23,-0.10,0.02
54.583400,-0.24,-0.10,0.01
54.586505,-0.25,-0.10,0.01
54.589754,-0.26,-0.10,0.01
54.591093,-0.27,-0.10,0.01
54.593564,-0.28,-0.09,0.01
54.595417,-0.29,-0.09,0.01
54.598185,-0.29,-0.09,0.02
54.600468,-0.30,-0.09,0.02
54.603277,-0.30,-0.09,0.02
54.616143,-0.30,-0.09,0.02
54.620728,-0.30,-0.09,0.03
54.621590,-0.30,-0.10,0.03
54.622177,-0.30,-0.10,0.03
54.622708,-0.30,-0.10,0.03
54.623141,-0.29,-0.11,0.04
54.623581,-0.29,-0.11,0.03
54.624052,-0.29,-0.12,0.03
54.636588,-0.28,-0.12,0.03
54.637715,-0.28,-0.12,0.03
54.638092,-0.27,-0.12,0.03
54.638403,-0.27,-0.12,0.03
54.638704,-0.26,-0.12,0.03
54.639004,-0.26,-0.12,0.03
54.640188,-0.25,-0.11,0.03
54.642155,-0.24,-0.11,0.03
54.644763,-0.23,-0.11,0.03
54.647369,-0.22,-0.11,0.03
54.649833,-0.21,-0.11,0.03
54.654108,-0.20,-0.11,0.02
54.654873,-0.19,-0.12,0.03
54.660091,-0.18,-0.12,0.03
54.661064,-0.17,-0.12,0.03
54.663857,-0.17,-0.12,0.03
54.664789,-0.16,-0.12,0.03
54.668248,-0.15,-0.13,0.03
