time,wx (rad/s),wy (rad/s),wz (rad/s)
50.948523,-0.14,0.20,-0.19
50.951477,-0.15,0.20,-0.19
50.952980,-0.16,0.21,-0.18
50.955472,-0.17,0.21,-0.17
50.958827,-0.17,0.21,-0.17
50.960487,-0.18,0.22,-0.16
50.962783,-0.18,0.23,-0.15
50.967920,-0.19,0.24,-0.14
50.969056,-0.19,0.25,-0.14
50.970244,-0.19,0.26,-0.12
50.973760,-0.20,0.28,-0.12
50.975845,-0.20,0.30,-0.11
50.977741,-0.21,0.31,-0.09
50.981158,-0.22,0.33,-0.08
50.989337,-0.22,0.35,-0.07
50.990471,-0.23,0.36,-0.07
50.990983,-0.24,0.38,-0.06
50.991376,-0.25,0.39,-0.05
50.996775,-0.26,0.40,-0.05
50.997547,-0.27,0.41,-0.04
50.997900,-0.28,0.43,-0.03
51.006741,-0.29,0.44,-0.03
51.007893,-0.30,0.46,-0.02
51.009295,-0.31,0.47,-0.02
51.009901,-0.32,0.49,-0.02
51.010343,-0.33,0.50,-0.01
51.012638,-0.34,0.51,-0.01
51.014336,-0.36,0.53,-0.01
51.018565,-0.36,0.54,-0.01
51.020372,-0.37,0.55,-0.01
51.022999,-0.38,0.56,-0.01
51.025210,-0.38,0.57,-0.01
51.027859,-0.39,0.57,-0.02
51.030029,-0.39,0.57,-0.02
51.033262,-0.39,0.57,-0.02
51.034778,-0.39,0.56,-0.03
51.036760,-0.39,0.56,-0.04
51.039584,-0.38,0.55,-0.06
51.043028,-0.37,0.54,-0.07
51.044690,-0.36,0.53,-0.09
51.046347,-0.34,0.52,-0.11
51.049231,-0.32,0.52,-0.12
51.051388,-0.30,0.51,-0.14
51.054985,-0.28,0.50,-0.15
51.056102,-0.25,0.49,-0.16
51.058966,-0.23,0.47,-0.17
51.061678,-0.20,0.46,-0.18
51.065993,-0.17,0.44,-0.19
51.067243,-0.14,0.42,-0.20
51.069042,-0.11,0.40,-0.21
51.071817,-0.09,0.38,-0.21
51.073902,-0.06,0.36,-0.21
51.076588,-0.04,0.34,-0.21
51.079406,-0.01,0.33,-0.21
51.087635,0.00,0.31,-0.21
51.088950,0.02,0.30,-0.20
51.089461,0.03,0.29,-0.19
51.089856,0.04,0.28,-0.18
51.094031,0.04,0.28,-0.16
51.094768,0.04,0.27,-0.14
51.096889,0.05,0.26,-0.13
51.103828,0.05,0.26,-0.11
51.104904,0.05,0.25,-0.08
51.105303,0.05,0.24,-0.06
51.106045,0.05,0.23,-0.05
51.109677,0.05,0.23,-0.03
51.110400,0.04,0.22,-0.02
51.115549,0.04,0.21,-0.01
51.116968,0.04,0.20,0.00
51.118731,0.03,0.20,0.01
51.120062,0.03,0.19,0.01
51.123114,0.02,0.19,0.02
51.125590,0.02,0.19,0.02
51.127922,0.01,0.18,0.02
51.131061,0.01,0.18,0.01
51.133741,0.01,0.18,0.01
51.135391,0.00,0.18,0.01
51.138366,-0.00,0.17,-0.00
51.140444,-0.00,0.16,-0.01
51.143109,-0.01,0.16,-0.02
51.145962,-0.01,0.15,-0.03
51.148549,-0.01,0.14,-0.03
51.150877,-0.01,0.13,-0.05
51.154136,-0.01,0.13,-0.06
51.155337,-0.01,0.13,-0.06
51.158497,-0.00,0.13,-0.07
51.160256,0.00,0.12,-0.08
51.164662,0.00,0.13,-0.09
51.165849,0.01,0.12,-0.09
51.168152,0.01,0.12,-0.09
51.170301,0.02,0.12,-0.10
51.172391,0.03,0.12,-0.10
51.179204,0.03,0.12,-0.10
51.191294,0.04,0.12,-0.10
51.192721,0.05,0.12,-0.10
51.193263,0.06,0.11,-0.10
51.193650,0.07,0.11,-0.10
51.194028,0.08,0.10,-0.10
51.194401,0.09,0.10,-0.10
51.194766,0.10,0.09,-0.10
51.195128,0.11,0.09,-0.10
51.212504,0.12,0.09,-0.09
51.215618,0.12,0.08,-0.09
51.216083,0.12,0.08,-0.08
51.216672,0.13,0.08,-0.08
51.217038,0.13,0.07,-0.07
51.217349,0.13,0.07,-0.07
51.217627,0.13,0.07,-0.06
51.218053,0.13,0.06,-0.06
51.218502,0.13,0.06,-0.05
51.219022,0.13,0.05,-0.04
51.222248,0.12,0.05,-0.04
51.224926,0.12,0.05,-0.03
51.227921,0.12,0.04,-0.03
51.229401,0.11,0.04,-0.02
51.233529,0.10,0.04,-0.02
51.234506,0.10,0.04,-0.01
51.238870,0.08,0.04,-0.01
51.239522,0.07,0.04,-0.00
51.241625,0.06,0.04,-0.00
51.246360,0.05,0.04,0.00
51.247404,0.04,0.04,0.00
51.248408,0.03,0.04,0.00
51.251505,0.02,0.03,0.00
51.254294,0.01,0.03,0.00
51.256175,0.01,0.03,0.00
51.259484,0.00,0.02,0.00
51.261328,0.00,0.01,0.00
51.264205,-0.00,0.00,0.00
51.267548,-0.00,-0.01,-0.00
51.268520,-0.00,-0.02,0.00
51.271597,-0.00,-0.03,-0.00
51.273318,0.00,-0.05,-0.00
51.276184,0.01,-0.06,-0.01
51.285544,0.01,-0.08,-0.01
51.287023,0.02,-0.09,-0.01
51.287552,0.03,-0.10,-0.01
51.287944,0.04,-0.12,-0.01
51.288750,0.06,-0.13,-0.01
51.292684,0.07,-0.14,-0.02
51.296809,0.09,-0.15,-0.01
51.297797,0.11,-0.17,-0.02
51.306021,0.12,-0.17,-0.01
51.307214,0.14,-0.18,-0.01
51.307692,0.15,-0.19,-0.01
51.308171,0.17,-0.19,-0.01
51.308773,0.18,-0.19,-0.01
51.313341,0.19,-0.19,-0.01
51.314727,0.20,-0.19,-0.00
51.315380,0.21,-0.18,0.00
51.318385,0.22,-0.18,0.00
51.321095,0.22,-0.17,0.00
51.322571,0.22,-0.15,0.00
51.326683,0.22,-0.14,0.01
51.329698,0.22,-0.13,0.01
51.331119,0.22,-0.11,0.01
51.332017,0.22,-0.09,0.01
51.335879,0.21,-0.08,0.01
51.337605,0.21,-0.06,0.02
51.340576,0.21,-0.05,0.03
51.343028,0.21,-0.03,0.03
51.346142,0.21,-0.02,0.03
51.347410,0.20,-0.00,0.04
51.350033,0.21,0.01,0.04
51.353016,0.21,0.02,0.04
51.354742,0.21,0.03,0.04
51.357997,0.21,0.04,0.04
51.360535,0.22,0.04,0.04
51.363242,0.22,0.05,0.04
51.364845,0.22,0.05,0.04
51.367885,0.22,0.05,0.04
51.369901,0.23,0.04,0.03
51.372434,0.23,0.04,0.03
51.374983,0.23,0.03,0.03
51.384390,0.24,0.01,0.03
51.385580,0.24,-0.01,0.02
51.386085,0.24,-0.03,0.02
51.386470,0.23,-0.05,0.01
51.386845,0.23,-0.08,0.01
51.392044,0.22,-0.11,0.00
51.392931,0.21,-0.14,-0.01
51.402257,0.20,-0.17,-0.01
51.403203,0.19,-0.20,-0.02
51.403556,0.18,-0.24,-0.02
51.403864,0.17,-0.27,-0.03
51.404152,0.15,-0.30,-0.03
51.407324,0.14,-0.33,-0.04
51.409263,0.13,-0.36,-0.04
51.412012,0.12,-0.38,-0.04
51.414217,0.11,-0.40,-0.04
51.416090,0.11,-0.43,-0.04
51.420272,0.11,-0.45,-0.05
51.422301,0.11,-0.46,-0.05
51.424696,0.11,-0.47,-0.06
51.426929,0.12,-0.47,-0.06
51.429466,0.13,-0.48,-0.06
51.431870,0.14,-0.48,-0.06
51.433691,0.16,-0.47,-0.07
51.436812,0.19,-0.46,-0.07
51.440137,0.21,-0.46,-0.07
51.440880,0.24,-0.45,-0.07
51.444785,0.27,-0.44,-0.07
51.446219,0.30,-0.43,-0.08
51.448438,0.33,-0.41,-0.08
51.451497,0.36,-0.39,-0.08
51.453295,0.39,-0.35,-0.09
51.455921,0.41,-0.31,-0.09
51.458780,0.44,-0.28,-0.09
51.461620,0.46,-0.23,-0.09
51.463899,0.47,-0.19,-0.09
51.465340,0.49,-0.14,-0.09
51.468827,0.49,-0.10,-0.09
51.470804,0.50,-0.06,-0.09
51.473223,0.50,-0.02,-0.09
51.482661,0.50,0.02,-0.09
51.483832,0.50,0.05,-0.09
51.484446,0.49,0.08,-0.08
51.484866,0.49,0.10,-0.08
51.488607,0.48,0.12,-0.08
51.489373,0.47,0.14,-0.08
51.491839,0.46,0.15,-0.07
51.492600,0.45,0.16,-0.07
51.501233,0.44,0.17,-0.07
51.502230,0.43,0.17,-0.06
51.502642,0.41,0.17,-0.06
51.503268,0.40,0.17,-0.06
51.506183,0.39,0.16,-0.06
51.508488,0.38,0.15,-0.06
51.510841,0.38,0.14,-0.07
51.512717,0.37,0.13,-0.07
51.514848,0.36,0.11,-0.08
51.518240,0.36,0.09,-0.09
51.520585,0.36,0.08,-0.09
51.523097,0.35,0.06,-0.10
51.527778,0.35,0.04,-0.11
51.528839,0.35,0.02,-0.12
51.530475,0.36,-0.01,-0.14
51.532148,0.36,-0.04,-0.15
51.534852,0.36,-0.06,-0.16
51.537915,0.37,-0.09,-0.17
51.539926,0.37,-0.11,-0.19
51.543091,0.38,-0.13,-0.20
51.544729,0.38,-0.15,-0.21
51.547557,0.38,-0.17,-0.22
51.549430,0.38,-0.18,-0.23
51.552254,0.38,-0.19,-0.24
51.554668,0.37,-0.20,-0.25
51.558295,0.36,-0.21,-0.25
51.560705,0.35,-0.22,-0.26
51.561978,0.34,-0.22,-0.26
51.564406,0.32,-0.23,-0.26
51.566994,0.31,-0.23,-0.26
51.569792,0.29,-0.23,-0.25
51.572512,0.27,-0.24,-0.25
51.574219,0.24,-0.25,-0.24
51.576992,0.22,-0.27,-0.24
51.580241,0.19,-0.28,-0.23
51.581484,0.17,-0.29,-0.22
51.584936,0.14,-0.30,-0.22
51.586858,0.11,-0.30,-0.22
51.589391,0.08,-0.30,-0.22
51.597903,0.05,-0.28,-0.23
51.599159,0.02,-0.26,-0.23
51.599680,-0.01,-0.23,-0.24
51.600101,-0.05,-0.20,-0.25
51.601541,-0.08,-0.16,-0.26
51.604677,-0.11,-0.12,-0.27
51.607357,-0.14,-0.08,-0.28
51.617531,-0.17,-0.03,-0.28
51.618720,-0.19,0.01,-0.29
51.619189,-0.21,0.06,-0.30
51.619558,-0.22,0.10,-0.32
51.619873,-0.23,0.15,-0.33
51.621555,-0.23,0.19,-0.34
51.626331,-0.23,0.23,-0.35
51.627527,-0.22,0.27,-0.36
51.628844,-0.21,0.30,-0.37
51.631123,-0.20,0.33,-0.38
51.634027,-0.18,0.36,-0.38
51.635303,-0.17,0.39,-0.39
51.639133,-0.16,0.41,-0.39
51.642018,-0.15,0.42,-0.40
51.643441,-0.14,0.43,-0.40
51.645482,-0.13,0.44,-0.40
51.648887,-0.13,0.44,-0.40
51.651299,-0.13,0.45,-0.40
51.652940,-0.14,0.45,-0.40
51.655222,-0.15,0.44,-0.40
51.658809,-0.16,0.44,-0.40
51.660969,-0.17,0.44,-0.40
51.663884,-0.19,0.43,-0.40
51.665469,-0.20,0.42,-0.40
51.668278,-0.22,0.42,-0.40
51.670592,-0.24,0.41,-0.40
51.672823,-0.25,0.39,-0.40
51.675648,-0.27,0.38,-0.40
51.680636,-0.27,0.35,-0.40
51.681507,-0.28,0.33,-0.39
51.684181,-0.27,0.31,-0.39
51.684890,-0.27,0.29,-0.38
51.688437,-0.26,0.26,-0.37
51.694222,-0.24,0.24,-0.37
51.695079,-0.22,0.22,-0.36
51.697709,-0.20,0.19,-0.35
51.698203,-0.17,0.17,-0.35
51.699807,-0.15,0.15,-0.34
51.702662,-0.12,0.13,-0.33
51.705625,-0.09,0.11,-0.33
51.707422,-0.06,0.09,-0.33
51.709842,-0.04,0.08,-0.32
51.711968,-0.01,0.08,-0.31
51.715191,0.01,0.07,-0.31
51.717603,0.03,0.07,-0.30
51.719293,0.05,0.08,-0.29
51.721934,0.06,0.08,-0.29
51.725120,0.08,0.09,-0.28
51.727305,0.09,0.10,-0.28
51.729572,0.10,0.11,-0.27
51.731887,0.10,0.13,-0.27
51.734767,0.10,0.14,-0.26
51.737103,0.10,0.16,-0.26
51.741553,0.10,0.18,-0.26
51.743138,0.09,0.20,-0.27
51.744622,0.08,0.22,-0.27
51.746610,0.07,0.24,-0.27
51.749653,0.05,0.26,-0.27
51.751966,0.03,0.29,-0.27
51.754313,0.02,0.31,-0.28
51.757926,0.00,0.32,-0.28
51.759205,-0.02,0.34,-0.29
51.761887,-0.04,0.35,-0.29
51.764414,-0.06,0.36,-0.30
51.766533,-0.08,0.36,-0.30
51.769469,-0.10,0.37,-0.31
51.773778,-0.12,0.37,-0.32
51.775085,-0.13,0.37,-0.33
51.776083,-0.15,0.38,-0.34
51.779026,-0.17,0.38,-0.35
51.781572,-0.18,0.37,-0.35
51.783952,-0.20,0.37,-0.36
51.786401,-0.21,0.37,-0.37
51.800645,-0.22,0.36,-0.38
51.801856,-0.22,0.36,-0.39
51.802349,-0.23,0.36,-0.39
51.802758,-0.23,0.35,-0.40
51.803142,-0.23,0.35,-0.40
51.803509,-0.23,0.34,-0.41
51.803879,-0.23,0.34,-0.42
51.818466,-0.23,0.32,-0.42
51.819682,-0.23,0.31,-0.43
51.820178,-0.22,0.30,-0.44
51.820786,-0.21,0.29,-0.44
51.821265,-0.20,0.28,-0.45
51.821705,-0.19,0.27,-0.45
51.822133,-0.18,0.26,-0.46
51.825252,-0.16,0.25,-0.46
51.826471,-0.14,0.24,-0.46
51.828661,-0.12,0.24,-0.46
51.830882,-0.09,0.23,-0.47
51.833500,-0.07,0.22,-0.47
51.836819,-0.05,0.22,-0.47
51.837721,-0.02,0.21,-0.47
51.840815,-0.00,0.21,-0.48
51.843321,0.02,0.20,-0.48
51.846468,0.04,0.19,-0.48
51.847309,0.06,0.18,-0.49
51.851306,0.07,0.18,-0.49
51.853046,0.08,0.17,-0.49
51.855799,0.09,0.16,-0.50
51.857567,0.10,0.15,-0.50
51.859678,0.10,0.15,-0.51
51.863780,0.09,0.15,-0.51
51.865193,0.09,0.15,-0.52
51.867730,0.08,0.16,-0.53
51.870389,0.07,0.17,-0.53
51.873441,0.06,0.18,-0.54
51.876474,0.04,0.18,-0.55
51.877190,0.03,0.19,-0.56
51.881886,0.01,0.19,-0.56
51.882908,-0.01,0.20,-0.58
51.888007,-0.03,0.20,-0.58
51.888678,-0.04,0.20,-0.59
51.889076,-0.06,0.20,-0.60
51.896688,-0.08,0.20,-0.61
51.897952,-0.09,0.20,-0.62
51.898453,-0.11,0.20,-0.63
51.900589,-0.13,0.19,-0.63
51.904771,-0.14,0.18,-0.63
51.905608,-0.15,0.17,-0.63
51.914586,-0.16,0.16,-0.62
51.915701,-0.16,0.15,-0.62
51.916168,-0.17,0.14,-0.62
51.916695,-0.17,0.12,-0.61
51.917038,-0.17,0.11,-0.60
51.922214,-0.16,0.09,-0.60
51.923258,-0.16,0.07,-0.59
51.925047,-0.15,0.05,-0.58
51.926467,-0.14,0.03,-0.57
51.929289,-0.13,0.01,-0.55
51.932460,-0.12,-0.01,-0.53
51.935070,-0.10,-0.03,-0.51
51.938862,-0.09,-0.05,-0.49
51.939987,-0.08,-0.07,-0.48
51.941729,-0.06,-0.09,-0.46
51.943888,-0.05,-0.11,-0.45
51.946452,-0.04,-0.12,-0.43
51.948844,-0.03,-0.14,-0.42
51.951920,-0.01,-0.15,-0.41
51.954701,-0.00,-0.16,-0.40
51.956979,0.00,-0.18,-0.39
51.959228,0.01,-0.18,-0.38
51.961262,0.01,-0.19,-0.37
51.963824,0.01,-0.19,-0.37
51.966237,0.00,-0.19,-0.36
51.968773,-0.00,-0.18,-0.36
51.971270,-0.01,-0.18,-0.35
51.974227,-0.03,-0.17,-0.34
51.975641,-0.04,-0.15,-0.34
51.979523,-0.05,-0.14,-0.33
51.981053,-0.07,-0.12,-0.33
51.983668,-0.08,-0.10,-0.32
51.998526,-0.10,-0.09,-0.32
51.999932,-0.11,-0.07,-0.32
52.000412,-0.12,-0.05,-0.31
52.000760,-0.14,-0.04,-0.31
52.001091,-0.15,-0.03,-0.31
52.001415,-0.16,-0.02,-0.31
52.001734,-0.17,-0.02,-0.30
52.015112,-0.18,-0.02,-0.30
52.016361,-0.18,-0.02,-0.29
52.016868,-0.18,-0.02,-0.29
52.017309,-0.18,-0.03,-0.28
52.017732,-0.18,-0.04,-0.28
52.018097,-0.17,-0.04,-0.27
52.018451,-0.17,-0.05,-0.27
52.022368,-0.16,-0.06,-0.27
52.023636,-0.15,-0.07,-0.26
52.026274,-0.15,-0.08,-0.25
52.027652,-0.14,-0.08,-0.25
52.030334,-0.13,-0.09,-0.24
52.033199,-0.12,-0.10,-0.23
52.035679,-0.11,-0.11,-0.22
52.038035,-0.09,-0.12,-0.22
52.040808,-0.08,-0.13,-0.21
52.042633,-0.07,-0.15,-0.20
52.045433,-0.06,-0.16,-0.19
52.047362,-0.05,-0.18,-0.19
52.050942,-0.03,-0.20,-0.18
52.054278,-0.02,-0.22,-0.17
52.055460,-0.01,-0.24,-0.17
52.057512,-0.00,-0.25,-0.16
52.059378,0.01,-0.27,-0.14
52.063281,0.01,-0.29,-0.13
52.065387,0.02,-0.30,-0.12
52.067505,0.03,-0.32,-0.11
52.070381,0.04,-0.33,-0.10
52.072577,0.05,-0.34,-0.09
52.074269,0.05,-0.34,-0.07
52.077604,0.06,-0.35,-0.07
52.079502,0.06,-0.35,-0.06
52.082177,0.06,-0.35,-0.05
52.084491,0.07,-0.35,-0.04
52.091962,0.07,-0.34,-0.03
52.093280,0.06,-0.34,-0.02
52.093769,0.06,-0.33,-0.01
52.094148,0.06,-0.31,0.00
52.099181,0.06,-0.30,0.01
52.100013,0.05,-0.28,0.02
52.110231,0.04,-0.27,0.03
52.111417,0.03,-0.25,0.04
52.111853,0.02,-0.23,0.04
52.112264,0.01,-0.22,0.05
52.112791,-0.00,-0.20,0.05
52.114224,-0.01,-0.18,0.05
52.117513,-0.02,-0.16,0.05
52.118381,-0.03,-0.14,0.05
52.122230,-0.04,-0.12,0.05
52.124721,-0.05,-0.11,0.05
52.126756,-0.06,-0.09,0.05
52.128948,-0.06,-0.08,0.05
52.132749,-0.06,-0.07,0.05
52.133643,-0.07,-0.07,0.04
52.139122,-0.07,-0.06,0.04
52.140604,-0.07,-0.06,0.03
52.142036,-0.07,-0.07,0.03
52.142897,-0.08,-0.07,0.03
52.146598,-0.07,-0.07,0.03
52.148617,-0.07,-0.07,0.03
52.152250,-0.07,-0.08,0.02
52.153917,-0.07,-0.08,0.02
52.155933,-0.07,-0.09,0.02
52.158815,-0.07,-0.10,0.02
52.160835,-0.06,-0.11,0.02
52.163706,-0.06,-0.12,0.01
52.165866,-0.06,-0.13,0.01
52.169481,-0.05,-0.14,0.02
52.171052,-0.05,-0.15,0.02
52.173505,-0.04,-0.16,0.02
52.176786,-0.04,-0.17,0.02
52.178155,-0.04,-0.18,0.02
52.180534,-0.04,-0.18,0.03
52.183252,-0.03,-0.19,0.03
52.191163,-0.03,-0.19,0.04
52.192458,-0.03,-0.19,0.05
52.192956,-0.02,-0.19,0.06
52.193341,-0.02,-0.19,0.07
52.199190,-0.02,-0.18,0.08
52.200035,-0.01,-0.18,0.10
52.200610,-0.01,-0.17,0.11
52.209782,-0.00,-0.17,0.13
52.211000,0.00,-0.17,0.14
52.211473,0.01,-0.17,0.16
52.211923,0.01,-0.18,0.17
52.212823,0.02,-0.19,0.19
52.216955,0.02,-0.20,0.20
52.220025,0.02,-0.21,0.21
52.221551,0.01,-0.23,0.22
52.223385,0.01,-0.24,0.22
52.224436,-0.00,-0.26,0.23
52.228052,-0.02,-0.28,0.23
52.230244,-0.04,-0.30,0.22
52.234691,-0.06,-0.32,0.21
52.236218,-0.09,-0.34,0.20
52.238119,-0.12,-0.36,0.19
52.240693,-0.15,-0.37,0.16
52.242124,-0.19,-0.39,0.14
52.244602,-0.22,-0.39,0.12
52.247677,-0.25,-0.40,0.09
52.249711,-0.29,-0.41,0.06
52.253456,-0.31,-0.41,0.04
52.254589,-0.33,-0.41,0.01
52.257673,-0.35,-0.41,-0.01
52.261689,-0.37,-0.41,-0.04
52.262435,-0.38,-0.42,-0.06
52.266120,-0.38,-0.42,-0.08
52.266847,-0.38,-0.42,-0.10
52.269540,-0.37,-0.43,-0.11
52.271893,-0.36,-0.43,-0.13
52.274786,-0.34,-0.43,-0.13
52.276747,-0.32,-0.42,-0.13
52.279787,-0.30,-0.42,-0.13
52.289328,-0.27,-0.41,-0.13
52.290483,-0.25,-0.41,-0.12
52.290966,-0.22,-0.41,-0.11
52.291351,-0.19,-0.41,-0.10
52.291725,-0.16,-0.40,-0.08
52.297120,-0.13,-0.39,-0.06
52.297865,-0.09,-0.37,-0.04
52.306607,-0.06,-0.35,-0.02
52.307774,-0.04,-0.34,0.00
52.308258,-0.01,-0.32,0.03
52.308827,0.01,-0.31,0.05
52.309282,0.02,-0.30,0.07
52.311459,0.03,-0.28,0.08
52.314191,0.03,-0.27,0.09
52.318184,0.03,-0.26,0.10
52.319680,0.03,-0.25,0.11
52.321418,0.02,-0.23,0.12
52.322922,0.01,-0.22,0.13
52.326286,-0.00,-0.20,0.13
52.328781,-0.02,-0.18,0.13
52.331650,-0.03,-0.16,0.13
52.334955,-0.05,-0.14,0.13
52.336626,-0.06,-0.12,0.12
52.338585,-0.08,-0.10,0.11
52.341292,-0.09,-0.08,0.11
52.343439,-0.11,-0.06,0.10
52.346134,-0.12,-0.05,0.09
52.350838,-0.13,-0.03,0.08
52.351964,-0.14,-0.02,0.07
52.352776,-0.14,-0.02,0.06
52.355952,-0.15,-0.01,0.05
52.357925,-0.15,-0.01,0.04
52.360837,-0.15,-0.01,0.03
52.363103,-0.15,-0.01,0.02
52.371182,-0.15,-0.01,0.01
52.372492,-0.15,-0.02,0.00
52.373012,-0.14,-0.02,-0.00
52.373402,-0.13,-0.03,-0.01
52.378531,-0.13,-0.03,-0.01
52.380752,-0.12,-0.04,-0.01
52.381643,-0.11,-0.05,-0.01
52.390211,-0.10,-0.07,-0.01
52.391379,-0.09,-0.08,-0.01
52.391865,-0.08,-0.10,-0.01
52.392431,-0.07,-0.11,-0.01
52.399988,-0.06,-0.13,-0.01
52.401309,-0.05,-0.15,-0.02
52.401672,-0.04,-0.16,-0.02
52.401938,-0.03,-0.18,-0.02
52.402163,-0.03,-0.19,-0.02
52.405502,-0.02,-0.21,-0.02
52.407101,-0.02,-0.23,-0.02
52.410504,-0.02,-0.24,-0.03
52.413013,-0.02,-0.25,-0.03
52.415680,-0.02,-0.26,-0.04
52.417067,-0.03,-0.27,-0.04
52.420686,-0.03,-0.28,-0.05
52.421435,-0.04,-0.28,-0.06
52.425011,-0.05,-0.28,-0.06
52.427061,-0.06,-0.28,-0.07
52.429956,-0.08,-0.27,-0.08
52.432079,-0.09,-0.27,-0.09
52.434423,-0.10,-0.26,-0.10
52.436893,-0.11,-0.26,-0.11
52.440225,-0.13,-0.25,-0.13
52.442150,-0.14,-0.24,-0.14
52.444379,-0.15,-0.24,-0.15
52.450253,-0.17,-0.23,-0.17
52.451460,-0.18,-0.22,-0.18
52.451935,-0.19,-0.21,-0.19
52.454785,-0.21,-0.20,-0.21
52.456478,-0.22,-0.19,-0.22
52.458867,-0.24,-0.19,-0.23
52.462546,-0.25,-0.18,-0.25
52.463701,-0.26,-0.17,-0.26
52.467971,-0.27,-0.16,-0.27
52.469361,-0.27,-0.15,-0.27
52.471918,-0.28,-0.14,-0.28
52.474445,-0.28,-0.14,-0.29
52.477668,-0.29,-0.14,-0.29
52.480606,-0.29,-0.14,-0.30
52.489784,-0.28,-0.14,-0.31
52.491332,-0.28,-0.14,-0.31
52.491861,-0.28,-0.14,-0.31
52.492239,-0.27,-0.14,-0.32
52.492706,-0.26,-0.14,-0.32
52.496890,-0.26,-0.13,-0.31
52.497939,-0.24,-0.13,-0.31
52.498445,-0.23,-0.14,-0.30
52.511405,-0.22,-0.14,-0.29
52.512897,-0.20,-0.14,-0.28
52.513454,-0.18,-0.15,-0.28
52.513911,-0.16,-0.16,-0.27
52.514300,-0.14,-0.16,-0.26
52.514692,-0.12,-0.17,-0.25
52.515375,-0.09,-0.18,-0.24
52.518345,-0.07,-0.18,-0.23
52.520268,-0.04,-0.19,-0.22
52.524082,-0.02,-0.19,-0.22
52.526549,0.00,-0.18,-0.21
52.528631,0.02,-0.18,-0.21
52.531115,0.04,-0.17,-0.20
52.534790,0.05,-0.16,-0.20
52.537613,0.06,-0.14,-0.19
52.538228,0.06,-0.13,-0.19
52.541673,0.06,-0.11,-0.19
52.542270,0.06,-0.09,-0.19
52.545362,0.06,-0.07,-0.19
52.548668,0.05,-0.04,-0.19
52.552589,0.04,-0.02,-0.19
52.553130,0.04,-0.00,-0.19
52.555368,0.03,0.02,-0.19
52.558329,0.01,0.04,-0.20
52.560235,0.00,0.06,-0.21
52.564714,-0.01,0.08,-0.21
52.566232,-0.03,0.09,-0.22
52.569207,-0.04,0.11,-0.22
52.570943,-0.05,0.13,-0.23
52.572835,-0.06,0.15,-0.24
52.574972,-0.08,0.16,-0.24
52.577943,-0.08,0.17,-0.24
52.581719,-0.09,0.18,-0.25
52.583363,-0.09,0.19,-0.25
52.585606,-0.10,0.19,-0.25
52.586801,-0.10,0.18,-0.25
52.590237,-0.10,0.18,-0.25
52.591910,-0.10,0.18,-0.26
52.594332,-0.10,0.17,-0.26
52.602415,-0.10,0.16,-0.27
52.603639,-0.10,0.15,-0.27
52.604112,-0.10,0.15,-0.27
52.604606,-0.11,0.14,-0.28
52.609656,-0.11,0.12,-0.28
52.610393,-0.11,0.11,-0.28
52.620372,-0.11,0.09,-0.29
52.621646,-0.11,0.08,-0.29
52.622142,-0.12,0.06,-0.30
52.622615,-0.12,0.05,-0.30
52.623097,-0.12,0.03,-0.31
52.624715,-0.13,0.01,-0.32
52.627992,-0.13,-0.00,-0.32
52.628938,-0.13,-0.02,-0.33
52.631373,-0.14,-0.03,-0.33
52.634251,-0.15,-0.04,-0.34
52.637397,-0.15,-0.05,-0.34
52.639491,-0.16,-0.06,-0.35
52.641711,-0.17,-0.06,-0.36
52.647585,-0.18,-0.06,-0.36
52.649226,-0.18,-0.06,-0.37
52.649762,-0.19,-0.05,-0.37
52.651055,-0.19,-0.04,-0.37
52.654444,-0.20,-0.03,-0.37
52.656071,-0.20,-0.02,-0.37
52.660155,-0.20,-0.01,-0.37
52.660963,-0.20,0.00,-0.37
52.663354,-0.19,0.01,-0.36
52.666457,-0.19,0.03,-0.36
52.668170,-0.19,0.04,-0.35
52.671634,-0.18,0.05,-0.34
52.672394,-0.17,0.06,-0.33
52.676382,-0.17,0.07,-0.32
52.679092,-0.16,0.07,-0.31
52.680248,-0.16,0.08,-0.29
52.683804,-0.15,0.09,-0.28
52.686337,-0.15,0.10,-0.26
52.688446,-0.14,0.11,-0.24
52.690980,-0.13,0.12,-0.23
52.700931,-0.12,0.12,-0.21
52.702151,-0.11,0.13,-0.19
52.702673,-0.09,0.13,-0.18
52.703061,-0.09,0.13,-0.16
52.703436,-0.08,0.13,-0.14
52.709108,-0.06,0.13,-0.12
52.709874,-0.05,0.12,-0.11
52.710280,-0.04,0.12,-0.10
52.718409,-0.03,0.11,-0.08
52.719451,-0.02,0.11,-0.07
52.719845,-0.01,0.10,-0.06
52.720214,0.00,0.10,-0.05
52.723056,0.01,0.09,-0.04
52.725496,0.02,0.09,-0.04
52.729120,0.03,0.08,-0.03
52.730469,0.04,0.07,-0.02
52.736557,0.05,0.07,-0.01
52.737129,0.06,0.07,-0.01
52.737368,0.06,0.06,-0.01
52.739459,0.06,0.06,-0.00
52.742115,0.06,0.06,0.01
52.745368,0.06,0.06,0.01
52.747635,0.06,0.07,0.02
52.750109,0.06,0.06,0.03
52.752238,0.05,0.07,0.03
52.754371,0.04,0.07,0.03
52.758170,0.03,0.07,0.04
52.761262,0.02,0.07,0.04
52.762247,0.00,0.07,0.05
52.765637,-0.01,0.07,0.06
52.766419,-0.03,0.08,0.06
52.769092,-0.04,0.09,0.07
